[NEW_DOCUMENT: DOCid=0, lang=nah, DOCNAME=CENTE COUATL HUAN TLACATL ].	[NEW_DOCUMENT: DOCid=0, lang=spa, DOCNAME= LA CULEBRA Y EL HOMBRE ].
Oquinnotz occequin yolcame huan niman ohualaque, omohuipanque huan ixtla omotoloque huan quimilhuía niman:—Tlacomiztli quipia tlen miquiz.	Llamó luego a los otros animales y luego se reunieron, se formaron y en su presencia se doblegaron y les dijo luego: —El cacomizcle tiene que morir.
Niman capizcayotl onahuat: —Huan tleca miquiz? —Oquimicti occente tlacomiztli. —Man quitocan occequin yolcame.	Luego la zorra preguntó: —¿Por qué debe morir? —Por haber matado al otro cacomizcle.
Onahuatque: —Quema cualli miquiz tlacomiztli; man quitlatlatolti in capizcayotl, huan tía yehua quipia tlatlacolli, quipia tlen miquiz.	Y contestaron los demás animales, que digan los otros animales: —Está bien que muera el cacomizcle; pero que le tome declaración la zorra, y si él tiene la culpa, tendrá que morir.
Hueyi miztli: —Manquitlatoltican.	El león: —Que le tome la declaración.
Onahuat capizcayotl, zanque oquitlatlatolti, quilhuia: —Tlamelac amo oticmaya ximotiopancahua icpac on tepetlatl. —Quema.	La zorra, después que le tomó la declaración, dijo: —Si de veras no lo has matado, déjate caer de arriba de ese tepetate. —Sí.
Nelli oquimalacachoto tepetatl tlecoz, noca oquitlapotaya in camac ica occecni, noca nican tlacomiztli ochólo ica capizcayotl.	Así fue a rodear el tepetate, para subir, y lo dejó abriendo la boca.
Huan hueyi miztli ohueyica cualan oque inon yoyolcame ica omahuiltique.	Por otra parte, mientras el cacomizcle se huyó con la zorra, y el león se enojó muchísimo de que esos animalitos se hubieran burlado de él.
Axan ye oquinnahuati non ocachtin inyolcahuan: —Canin quinamiquizque inon capizcayotl huan tlacomiztli, manquinpilocan ipan ce hueyi cuahuitl huan iquión motitizque quitlaca itazque in imacha.	Ahora, ya les avisó a los demás animales: —En donde encuentren a esa zorra y al cacomizcle, cuélguenlos en un árbol grande y así se enseñarán a obedecer a su jefe.
Axan quintemotinemi quintlachialtizque.	Ahora andan en su busca para escarmentarlos.
[END OF DOCUMENT].	[END OF DOCUMENT].
[NEW_DOCUMENT: DOCid=5, lang=nah, DOCNAME=HUEYMIZTLI HUAN TECUICUICA ].	[NEW_DOCUMENT: DOCid=5, lang=spa, DOCNAME= EL LEÓN Y EL GRILLO ].
HUEYMIZTLI HUAN TECUICUICA .	EL LEÓN Y EL GRILLO .
Hueyi miztli ohuetztotaya, oyetaya, oncan ometen omocamic otzicuin huan Tecuicuica ocotaya itic itecpancalco.	El león estaba echado, allá estaba; luego se levantó corriendo, asustado y [mientras] el grillo estaba en su palacio.
Tetecuicuica otentzicuin huan oquitzatzilli, oquilhui: —Ximonana!	El grillo brincó, le gritó y le dijo: —¡Detente!
Amo xicholoya! ~~~ Nehuatl nitzitziquitzin, zan onicxico nopan otichocholo.	¡No huyas!, Yo soy pequeñito, pero supe resistirte cuando me pisaste.
Axan, quen ticchihuazque? —Nozo, quenin ticchihuazque? —Nicnequi axan tinechyectlaliliz notecpancalco. —Amo timitzyectlaliliz. —Amo?	Ahora, ¿qué haremos? —Eso es, ¿cómo hemos de arreglarlo? —Quiero que ahora mismo me compongas mi palacio. —No he de componértelo. —¿Qué no?
Ticyectlaliz huan tlamo tiquittazque. —Ya!	Tú lo compondrás, y si no, ya nos veremos. —¡Bah!
Tlen tinechchihuilliz? —huan ohuehuetzcac. —Quen ticnequi timitzyectlaliliz?	¿Qué me has de hacer? —y se rió [el león].
Tlaxquitta, tocepan yazque. —Tle!	¿Cómo quieres que yo te lo componga?
Mellac cualli! —Ahuelli, tiquitohua tehua, huan tía ticnequi tiquittazque zan xiquito. —A qué tehuatl!	Mira, vámonos juntos. —¡De veras que eres ocurrente! —No tienes que decir nada y si quieres veremos [quién gana], ¡nada más habla! —¡Ah, qué tú!
Tiehue tipaxialohua!	Vamos a pasear.
Oyaque, oacique pan cente atlatli, oquito hueyi miztli: —Tía ticnequi nican ticualitacan, cualtitentzicuinican nehuatl ica tehuatl. —Quen amo, xinechyecana. —Nitentzicuiniz, xinechontoca.	Se fueron juntos y cuando llegaron a una barranca, dijo el León: —Si quieres aquí veremos [quién gana]; brinquemos juntos, yo y tú. —¡Cómo no!
Otentzicuin hueyi miztli.	¡Ve tú delante! —Voy a saltar.
Tecuicuica omotzico itech icuitlapil huan imán otentzicuin, ohuetzico ocachi hueca huan quilhuía: —Nehua otimitzpanahui huan tiquitohua ocachi ti chichicahua. —Nehuatl amo iqui niccahuaz!	Sigúeme. ~~~ Saltó el león, y el grillo colgóse de su cola y cuando dio el brinco [el grillo] cayó más adelante y le dijo: —¡Yo te pasé! ~~~ Y dices que eres más fuerte. —¡Eso no lo dejaré así!
Tiquittazque occepa ica totlacahuan! —Cualica!	Veremos de nuevo con nuestra gente. —¡Está bueno!
Quen tehua ticnequiz.	Como tú quieras.
Oncan tecuicuica oquinotz cente yoyoliton, cuatlayacatl, chilpan.	Entonces el grillo llamó a todos los mosquitos, abejas y avispas coloradas.
Oncan oquinamiquito cente aaconton huan cente mimiahuatl; no iqui oquinamiquito cente xixicoton quilhuía: —Xinechnanamiqui.	Después a un moscardón, a una avispa, [y] también fue a ver a un abejorro [y a cada quien] le dijo: —¡Ayúdame!
Oncan hueyi miztli noiqui ye tlatlalhuía, oquinamiquito cente polo, cahauayo, cuacue; no oquinamiquito mazatl, oquinamiquito cente yepatl, ye quilhuía: —Xinechnanamiqui.	Mientras, el león empezó también a invitar [a otros animales]; fue a ver a un burro, a un caballo, a un buey; también fue a ver a un venado; fue a ver a un zorrillo y entonces le dijo: —Ayúdanos.
68Huan oquito yeyepatl: —Tlenon ticnequi ica timitznanamiquiz.	Y dijo el zorrillo: 69—¿En qué quieres que te ayude yo?
Oquito: Nicnequi totehuitique ica occequin yolcame.	Dijo: —Quiero que vayamos a combatir con los demás animales.
Huan oconitoaya: —Zan ica nehuatl tlen quinequizique, zan xinechcahualli.	Y le dijo: —Conmigo solo [basta] lo que quieran. ~~~ Déjamelo a mí.
Oquito hueyi miztli: —Oya cualica!, ica tehuatl amo nomotía.	Dijo el león: —¡Estoy bien!, contigo no tengo miedo.
Oncan ye oquitlatitlanili in tecuicuica: —Axcan ye ima tonamiquizque ixtlahuapa Ayohualco, huan ompa tía ticnequi totehuizque.	Ya entonces retó al grillo: —Llegó la hora de encontrarnos en el campo de Ayohualco; si quieres, allí combatiremos. —Allá se verá quién gana.
Ompa motaz aqui non tlaxixiliz.	Espérame allí con tu gente.
Ompa xinechchía ica mo tlacahuan. ~~~ Oncan hueyi miztli oya canin oquitlalhui ica itlacahuan.	Entonces el león se dirigió al lugar donde había estado con su gente.
Oacic. —Noca xitlacuacan.	Llegó. —Coman entretanto.
Onca tlacuaticate icuac oquicaque tecuicuica ye otzatzic, quimilhuía itlacahuan: —Ximehuaca, ye oecoc hueyi miztli aquin ica totehuizque.	Cuando estaban comiendo, de repente oyeron que el grillo llamó a su gente y les dijo: —Levántense, que ya llegó el león con quien vamos a combatir.
Ornen, quinamicti.	Se levantó y fiie a su encuentro.
Oncan hueyi miztli ye oquipehualti motehuía huan tecuicuica zan tentzicuintinemi.	Entonces el león empezó a tirar zarpazos y el grillo nada más brincaba de un lado a otro.
Imán ye ocia, oquito hueyi miztli: Axan ica totlacahuan ma totehuican, za tehuan amida tochihuilizque.	Cuando se cansó, dijo al león: —Ahora combatamos con nuestra gente, pues nosotros solos no nos haremos nada.
Oncan ohualmonamictaque motehuía huan yeyepatl hueca quimittatica huan ohuallaque nin yoyolcame nontlamini, opeque quimini.	Luego se encontraron [sus ejércitos] y entraron a combate y el zorrillo desde lejos los veía y llegaron los animalitos que pican con su aguijón y empezaron a picarles.
Imán otzatzic hueyi miztli oquitzatzili, yeyepatl, quilhuía: —Xihualehua, ye nechtlamiticate!	Entonces gritó el león, llamando al zorrillo y diciéndole: —¡Ven, que ya están acabando conmigo!
Oncan ye otzatzic yeyepatl: —Axcan notlacahuan, tiehue ticpalehuia!	Entonces gritó también el zorrillo a su gente: —¡Ahora, mi gente, vamos a defenderlo!
Ye quitlamiticate.	¡Ya están acabando con él!
Oncan oya yeyepatl ica itlacahuan ipan occequin; oncan ohualaque itlacahuan Tecuicuica ipan yeyepatl huan nochtin itlacahuan yeyepatl omocuepque, omocuitlapiletiquetzque imixtlan yoyolime huan hueliquimicxi.	Entonces el zorrillo se dirigió con su tropa sobre los otros y entonces se echaron todas las tropas del grillito sobre el zorrillo y todos los soldados del zorrillito se volvieron con la cola levantada, de espaldas a los animalitos, y se ventosearon con fuerza.
Oncan ohualaque nochtin yoyolime impan huan oquinmiminque huan hueyi miztli ica occequin ye oquintepayoloque quintehuía.	Entonces se echaron todos los insectos sobre ellos y los picaron y al león y los demás ya los habían atarantado de tanto picarles.
Oquito hueyi miztli: —Axan xinechcahua!	Entonces dijo el león:—¡Ahora déjame, ya perdí!
Ye onitlapolo!	¡Te compondré tu palacio!
Timitzyectlaliliz motecpancalco!	¡Amémonos ahora como Dios manda!
Totlazotlacan que teotl motlanahuatilía.	Díjole el grillito: —¡Compon mi palacio!
Oquito tecuicuica: —Xicyectlali notecpancalco.Hueyi miztli tlen oquichin oconan cuacuecuitlatl huan ocontlali: —Ye otiquittac, zan nenca ye otinechcocolti.	Lo que hizo el león fue coger una boñiga de res y ponerla. —Ya viste, inútil fue que me hicieras daño.
Axan mantotlazotlacan que teotl quimotlanahuatilia huan man tlami nochi quexquich oticpiaya ica ototehuitinemia.	Amémonos ahora como Dios manda y que termine todo cuanto teníamos por lo que andábamos riñendo.
[END OF DOCUMENT].	[END OF DOCUMENT].
[NEW_DOCUMENT: DOCid=6, lang=nah, DOCNAME=CAPIZCAYOTL HUAN CITLI ].	[NEW_DOCUMENT: DOCid=6, lang=spa, DOCNAME= LA ZORRA Y LA LIEBRE ].
CAPIZCAYOTL HUAN CITLI .	LA ZORRA Y LA LIEBRE .
Nin orne yoyolcame cecpa cepan oyataya citli ica capizcayotl, ica pan ixtlauatl.	Estos dos animalitos iban una vez juntos, la liebre y la zorra, por la llanura.
Imanon occecuizuetzía, amo otlaxoxoquehuaya ipan ixtlahuatl ayac acá opanoya nian ye ica, imanin ye omayanaya, quitohua capizcayotl citli: —Nehua ye nimayana. —Nehuatl noiqui ye nitechoca nocuitlaxcoluan, ye mayana, ye napizmiqui. —Ye ima titlacuazque amitla tlenon nahuactoque miltin. —Nehuatl coza napizmiqui; tía cualli nocamac acizquía nonacazuan niquincuazquía. —Nehuatl icuac nitlacuaznequi nicpachichina nocuitlapil, ica inon tlamati noyollixco. —Amo huey chiahua tiquixtilliz, nehuatl nian nocuitlapil amo huei nicpie tlenon nicpachichinaz?	Entonces había helado, no había [nada] verde en la llanura, ya nadie pasaba por allí, cuando, sintiendo hambre, le dijo la zorra a la liebre: —Yo ya tengo hambre. —A mí también ya me chillan las tripas, ya me muero de hambre. —Ya comeremos luego, pues no hay nada sembrado por los campos que nos rodean. ~~~ Yo ya me muero de hambre; si mi boca llegase a mis orejas me las comería. —Yo cuando quiero comer me chupo la cola, y con esto calmo a mi estómago. —¡No has de sacarle mucha grasa!, [Pero] yo que ni siquiera tengo una cola bastante larga, ¿cómo he de chupármela? ~~~ Y tampoco se me endereza: no puedo morderla.
Nian ahuel nicquetzomaz.	Yo ya me muero de hambre.
Nehuatl ye napizmiqui, nin teme niquimita que ce cente ayotli.	Hasta las piedras me parecen calabazas.
Axan yoniquilnamic ayotli, tlaxquita ichpoch xochicualnamacac ca totlac huitz cuicatz tlemach xochicualli, quillitl, atzanalquilitl, coz tlahuiaya; tía xitlanecui.	Y ahora que pienso en las calabazas, mira a esa moza que vende fruta y viene hacia donde estamos; trae quién sabe qué tanta [diversidad de] frutas, verduras [y] berros, [que] huelen mucho. ~~~ A ver, huele.
Open tlanecui capizcayotl: Mellac!	La Zorra empezó a oler [y exclamó]: —¡De veras!
Zan niquilnamiqui no camac nicmatti que atl, que ye nicuatica. —Tía xicaqui tlen nia timitzilhuiz, yonicnemilli quénin ticcuicuilizque tictlachtequillizque nin oihuaton iacachiquihuitl ica nochi tlencuicatz.	Nada más de pensarlo se me hace agua la boca imaginando que estoy comiendo [todo eso]. —Oye lo que voy a decirte: ya discurrí cómo hemos de hacer para quitarle [y] robarle a esa muchacha su canasto con todo lo que lleva.
Tehuatl ximomicateca, nehuatl nia notlatiz; zanque mitzitaz timictoc quitlaliz tlalpa chiquihuitl, icuac mitzquitzquiz imanon nicantehuaz xochicualchiquihuitl, nicantehuaz quename cuac cente xollopitli cuica cente animantzin. —Cuallica tlen otic nemilli!	Tú acuéstate fingiéndote muerta [mientras] yo voy a esconderme; luego que vea que estás muerta pondrá en el suelo su cesto [y] cuando vaya a echarte mano, entonces me llevaré el cesto de fruta, llevándomelo como se lleva el diablo un alma. —Está muy bien lo que has discurrido.
Huan tía nechquitzquiz huan nechmictiz melac?	[Pero] ¿y si tras echarme mano me mata de veras?
Nehuatl nimitzilhuía nicmoca itla nechhuicxitizque itic cente xoctli ihuan nechyechichihuazque. —Inon tehuatl timitzcahuillia, xiquita quénin ticchihuaz; nehuatl huei nicchihua que onicnemilli nicuicaz acachiquihuitl.	Yo debo decirte que tengo miedo de que vayan a echarme en una olla y a querer guisarme. —Eso allá tú, ve lo que haces; yo ya he hecho mucho con haber discurrido [cómo] llevarme la cesta.
Zazo quénin in icuac mitzquitzquiz ximotonhuitzo, mocamiquiz huan mitzcacahuaz.	Como quiera que sea, 33cuando te eche mano te sacudes y te revuelcas; [entonces] se espantará y te soltará.
32Que omotlatolmacaque iquion oquiz.	Conforme a lo que hablaron, así sucedió.
Zanque oquittaque cihuanton ye acitaya, omotecatihuez citli inepantla otli, oquicehui chichihuitl, ocantihuetz citli.	Tan pronto como vieron que se acercaba la muchacha, la liebre se tendió en medio del camino [y la muchacha] descansó en el suelo su cesto y cogió a la liebre.
Zan papaqui cihuanton noca, capizcayotl oqui icanica omotlatti oquicamacuiten ihuan oquictiquiz quename cente tlacuezalotl.	Mientras la muchacha estaba muy contenta, la zorra salió de su escondite, arrebató [el cesto] con la boca y escapó corriendo como relámpago.
Cihuanton zanque oquitac cihuaichtequi icanica oyaya ica ixochicualchiqui, otzicuinten icuitlapan; noca citli omotonhuitzten oquiztiquiz ihuan omocepancentlallito ica capizcayotl.	La muchacha, que vio a la ladrona irse con su cesta de fruta, echó a correr tras ella, mientras la Liebre se sacude, se revuelca, escapa corriendo y fue a reunirse con la zorra.
Citli otzicuinía, otzicuinía, ahuel ocacia capizcayotl.	La liebre corría [y] corría y no podía dar alcance a la zorra.
Citli oquilhuiaya capizcayotl: —Ximomana, ximomana.	La liebre le decía a la zorra: —¡Detente! ~~~ ¡Detente!
Capizcayotl oquitletlecalhuiaya.	La zorra iba echando chispas.
Oacique itic cuauhtlatli; omocehuique.	Llegadas bosque adentro, descansaron.
Ye ociaque; tzicuini animantzin tetecuinía.	Ya se habían cansado; su corazón saltaba dando de golpes.
Citli amo oquimicuaniaya ixtololohuan itic xochicualchiquihuitl.	La liebre no quitaba los ojos del cesto de fruta.
Capizcayotl yoquinemiliaya zan icecelton oquitlamiani nochi quillitl ica xochicualli.	La zorra estaba discurriendo [cómo había de hacer] para comerse ella sola las legumbres y la fruta.
Capizcayotl oquilhuiaya citli: —Ca timocitl otimocuep.	La zorra le decía a la liebre: —¡Qué voraz te has vuelto!
Ihuan nin citli, amo ixcuahuitl, no iqui itzintlan inacazhuan oquinemiliaya quénin quixtlamachtiz quename ce tzotzocatl.	Y la liebre, que no era nada tonta, pensaba debajo de sus orejas cómo hacer para enseñarle a no ser tan miserable.
Zan mochihua cochi, omotlali.	Haciéndose la dormida, se sentó.
Capizcayotl zanque oquitac ye ocochía citli, zan cualli ocan chiquihuitl; yocuicaya imán oizac otzatzic citli: —Canin ticuica inon? —Amo xicuallani, nia nictlaliz tlatlayecayan; tle amo tiquita tlehuacticate ipan tonnalli? —Oya cepan tiacan; ya nehuatl no iqui nechtlatitica tonnalli.	La zorra, en cuanto vio que dormía la liebre, cogió bien el cesto. ~~~ Ya se iba con él, cuando despertó la liebre y le gritó: —¿A dónde vas con eso? —No te enfades; voy a ponerlo a la sombra. ~~~ ¿No ves que se están asando al sol? —Entonces vámonos juntas; a mí también ya me está quemando el sol.
Oyaque.	Se fueron.
Oacito itenco achololli.	Llegaron a la orilla de un charco.
Open citli que nochipa ica icuicatl, inin icuac otlacuaya.	Volvió la liebre a su canción, que cuándo comían eso.
Capizcayotl zan otlahuel tlachiaya ica aquin ihuan ohuallaya. —Ye ticmatti que xixicuinaliztli tlatlacolli; tlaticnequi te cualli tinemiz ximotlayohui axan, huan moztla titlacuaz. —Amo nicpía tlen ica nicchihuaz. —Tlen nia timitzilhuiz [oquito citli] nehuatl nicuicaz chiquihuitl nochan, ihuan moztla timitzchía.	La zorra, encolerizada, nada más veía a su compañera. —Ya sabes tú que la gula es pecado; si quieres que te vaya bien [o vivir bien] ayuna ahora, y [ya] mañana comerás. —No tengo por qué hacerlo. —Lo que voy a decirte —dijo la liebre— es que me llevaré el cesto a mi casa y [ahí] te espero mañana.
Capizcayotl niman otzatzic: —Inon amo; quinchihualtía motlayohuizque cicitin capizcayome, amo.	Luego gritó la zorra:—Eso no; hacer ayunar las liebres a las zorras, nunca.
Amo neci canin otiquitac inon. —Tlen cualli timitzilhuiz tía tiquinacizquía mimichtin ipan inin achololli, tiyectlacuazquía ihuan nihuetzca tlen achtopa oticuaque.—Cuallica tlen oticnemilli [oconito Capizcayotl]; zan nenca nocuatotonilía huan amo nicnemilía quénin timichacizque.	No sé dónde has visto eso. —Lo que sé decirte es que si pudiéramos coger los peces en ese charco, comeríamos muy bien y me río de lo que comamos primero. —Está bien lo que has discurrido —le dijo la zorra—; pero en vano me caliento la cabeza, y no descubro cómo hemos de coger los peces.
Onca cehualaquiahuitl. —Que neci amo melac que cente capizcayotl cuacuapitzahuac amo quimatti quénin michaciz.	Ahí hay hielo. —Parece mentira que una zorra inteligente no sepa cómo se han de coger los peces.
Tiquitaz que nehuatl ica notlancochhuan ihuan noctihuan nictlapotin cente tlacoyoctli icanica ticaquiz mocuitlapil; mimichtin apizmictazque, zanque quitazque mocuitlapil quiquetzomazque, imanon tictilanaz ihuan ye ticpiezque mimichtin.	[Ya] tú verás cómo yo con mis dientes y mis uñas, voy a abrir un agujero por donde [podrás] meter tu cola; los peces han de estar muertos de hambre, así que en cuanto vean tu cola la morderán [y] entonces la estirarás [afuera] y [así] ya tendremos pescado.
Omotlali capizcayotl itenco achololli canin oyeya cehualaquahuitl.	Sentóse la zorra a orillas del charco en donde había hielo.
Ocaqui icuitlapil; quichiaya quinquixtiz mimichtin. —Nin mimichtin iihuiantin, amo tlaquetzoma, huan nehuatl ye nicecmiqui; oncan nechaciz ce cualli cocoliztli. —Tía ornan nontlachía tía ye omacique tlen omacizquía.	Metió su cola [y] esperó a sacar los peces. —Estos pescados son listos, no muerden y yo ya me muero de frío; [lo que] voy a coger aquí es una grave enfermedad. —A ver, veré si ya se cogió lo que había de cogerse.
Inon oconito in icuac oquitac capizcayotl ye ocecmiquía: —Xi mocuani ihuan occe tonnalli ticmatizque.	Esto dijo cuando vio que la zorra ya se moría de frío. —Quítate y [ya] otro día veremos.
Omopacho citli itlac chichiquihuitl, open tlacua, tlacua; open tzatzi occente: —Xi nechcahui tlen nohuaxca. —Xi nechcahua man nitlacua huan tía mocahua, timitzcahuiz.	Se arrimó la liebre junto al cesto y empezó a comer, a comer, [y] la otra empezó a gritar: —¡Déjame lo que me pertenece! —¡Déjame comer, y si [algo] queda, te lo guardaré.
Tlen omocan, ocanten chiquihuitl ocuicac ichan citli.	Con lo que quedó, cogió el cesto y se lo llevó a su casa la liebre.
Otemota ica ipan tlatlatelli, oquitletlecalhuilitaya: —Xía, xía capizcayotl, oticnequía noca timahuiltiz, achtopa nehuatl moca onimahuilti. —Xi hualla! cícitli; xi hualla!	Iba bajando por el cerrito y le decía burlona: —¡Anda, zorra; querías dejarme burlada [y] yo me burlé la primera de ti! —¡Ven, liebrecita, ven!
Xi nechquixtiqui canin nica huan timitzmacaz nochi tlen ticnechiitlanilliz! —Aquin mitzneltocatica!	¡Sácame de aquí y te daré todo lo que me pidas! —¡Quién ha de creerte!
Aquin achtopa iztlacati ayecmo occepa moneltoca.	A quien ha mentido una vez, ya otra no se le cree.
Ompa ocehualacuapitzmic capizcayotl.	Y ahí se murió de frío la zorra.
[END OF DOCUMENT].	[END OF DOCUMENT].
[NEW_DOCUMENT: DOCid=7, lang=nah, DOCNAME=CAPIZCAYOTL HUAN CITLI ].	[NEW_DOCUMENT: DOCid=7, lang=spa, DOCNAME= LA ZORRA Y LA LIEBRE ].
CAPIZCAYOTL HUAN CITLI .	LA ZORRA Y LA LIEBRE .
Nin orne yoyolcame cecpa cepan oyataya citli ica capizcayotl, ica pan ixtlauatl.	Estos dos animalitos iban una vez juntos, la liebre y la zorra, por la llanura.
Imanon occecuizuetzía, amo otlaxoxoquehuaya ipan ixtlahuatl ayac acá opanoya nian ye ica, imanin ye omayanaya, quitohua capizcayotl citli: —Nehua ye nimayana. —Nehuatl noiqui ye nitechoca nocuitlaxcoluan, ye mayana, ye napizmiqui. —Ye ima titlacuazque amitla tlenon nahuactoque miltin. —Nehuatl coza napizmiqui; tía cualli nocamac acizquía nonacazuan niquincuazquía. —Nehuatl icuac nitlacuaznequi nicpachichina nocuitlapil, ica inon tlamati noyollixco. —Amo huey chiahua tiquixtilliz, nehuatl nian nocuitlapil amo huei nicpie tlenon nicpachichinaz?	Entonces había helado, no había [nada] verde en la llanura, ya nadie pasaba por allí, cuando, sintiendo hambre, le dijo la zorra a la liebre: —Yo ya tengo hambre. —A mí también ya me chillan las tripas, ya me muero de hambre. —Ya comeremos luego, pues no hay nada sembrado por los campos que nos rodean. ~~~ Yo ya me muero de hambre; si mi boca llegase a mis orejas me las comería. —Yo cuando quiero comer me chupo la cola, y con esto calmo a mi estómago. —¡No has de sacarle mucha grasa!, [Pero] yo que ni siquiera tengo una cola bastante larga, ¿cómo he de chupármela? ~~~ Y tampoco se me endereza: no puedo morderla.
Nian ahuel nicquetzomaz.	Yo ya me muero de hambre.
Nehuatl ye napizmiqui, nin teme niquimita que ce cente ayotli.	Hasta las piedras me parecen calabazas.
Axan yoniquilnamic ayotli, tlaxquita ichpoch xochicualnamacac ca totlac huitz cuicatz tlemach xochicualli, quillitl, atzanalquilitl, coz tlahuiaya; tía xitlanecui.	Y ahora que pienso en las calabazas, mira a esa moza que vende fruta y viene hacia donde estamos; trae quién sabe qué tanta [diversidad de] frutas, verduras [y] berros, [que] huelen mucho. ~~~ A ver, huele.
Open tlanecui capizcayotl: Mellac!	La Zorra empezó a oler [y exclamó]: —¡De veras!
Zan niquilnamiqui no camac nicmatti que atl, que ye nicuatica. —Tía xicaqui tlen nia timitzilhuiz, yonicnemilli quénin ticcuicuilizque tictlachtequillizque nin oihuaton iacachiquihuitl ica nochi tlencuicatz.	Nada más de pensarlo se me hace agua la boca imaginando que estoy comiendo [todo eso]. —Oye lo que voy a decirte: ya discurrí cómo hemos de hacer para quitarle [y] robarle a esa muchacha su canasto con todo lo que lleva.
Tehuatl ximomicateca, nehuatl nia notlatiz; zanque mitzitaz timictoc quitlaliz tlalpa chiquihuitl, icuac mitzquitzquiz imanon nicantehuaz xochicualchiquihuitl, nicantehuaz quename cuac cente xollopitli cuica cente animantzin. —Cuallica tlen otic nemilli!	Tú acuéstate fingiéndote muerta [mientras] yo voy a esconderme; luego que vea que estás muerta pondrá en el suelo su cesto [y] cuando vaya a echarte mano, entonces me llevaré el cesto de fruta, llevándomelo como se lleva el diablo un alma. —Está muy bien lo que has discurrido.
Huan tía nechquitzquiz huan nechmictiz melac?	[Pero] ¿y si tras echarme mano me mata de veras?
Nehuatl nimitzilhuía nicmoca itla nechhuicxitizque itic cente xoctli ihuan nechyechichihuazque. —Inon tehuatl timitzcahuillia, xiquita quénin ticchihuaz; nehuatl huei nicchihua que onicnemilli nicuicaz acachiquihuitl.	Yo debo decirte que tengo miedo de que vayan a echarme en una olla y a querer guisarme. —Eso allá tú, ve lo que haces; yo ya he hecho mucho con haber discurrido [cómo] llevarme la cesta.
Zazo quénin in icuac mitzquitzquiz ximotonhuitzo, mocamiquiz huan mitzcacahuaz.	Como quiera que sea, 33cuando te eche mano te sacudes y te revuelcas; [entonces] se espantará y te soltará.
32Que omotlatolmacaque iquion oquiz.	Conforme a lo que hablaron, así sucedió.
Zanque oquittaque cihuanton ye acitaya, omotecatihuez citli inepantla otli, oquicehui chichihuitl, ocantihuetz citli.	Tan pronto como vieron que se acercaba la muchacha, la liebre se tendió en medio del camino [y la muchacha] descansó en el suelo su cesto y cogió a la liebre.
Zan papaqui cihuanton noca, capizcayotl oqui icanica omotlatti oquicamacuiten ihuan oquictiquiz quename cente tlacuezalotl.	Mientras la muchacha estaba muy contenta, la zorra salió de su escondite, arrebató [el cesto] con la boca y escapó corriendo como relámpago.
Cihuanton zanque oquitac cihuaichtequi icanica oyaya ica ixochicualchiqui, otzicuinten icuitlapan; noca citli omotonhuitzten oquiztiquiz ihuan omocepancentlallito ica capizcayotl.	La muchacha, que vio a la ladrona irse con su cesta de fruta, echó a correr tras ella, mientras la Liebre se sacude, se revuelca, escapa corriendo y fue a reunirse con la zorra.
Citli otzicuinía, otzicuinía, ahuel ocacia capizcayotl.	La liebre corría [y] corría y no podía dar alcance a la zorra.
Citli oquilhuiaya capizcayotl: —Ximomana, ximomana.	La liebre le decía a la zorra: —¡Detente! ~~~ ¡Detente!
Capizcayotl oquitletlecalhuiaya.	La zorra iba echando chispas.
Oacique itic cuauhtlatli; omocehuique.	Llegadas bosque adentro, descansaron.
Ye ociaque; tzicuini animantzin tetecuinía.	Ya se habían cansado; su corazón saltaba dando de golpes.
Citli amo oquimicuaniaya ixtololohuan itic xochicualchiquihuitl.	La liebre no quitaba los ojos del cesto de fruta.
Capizcayotl yoquinemiliaya zan icecelton oquitlamiani nochi quillitl ica xochicualli.	La zorra estaba discurriendo [cómo había de hacer] para comerse ella sola las legumbres y la fruta.
Capizcayotl oquilhuiaya citli: —Ca timocitl otimocuep.	La zorra le decía a la liebre: —¡Qué voraz te has vuelto!
Ihuan nin citli, amo ixcuahuitl, no iqui itzintlan inacazhuan oquinemiliaya quénin quixtlamachtiz quename ce tzotzocatl.	Y la liebre, que no era nada tonta, pensaba debajo de sus orejas cómo hacer para enseñarle a no ser tan miserable.
Zan mochihua cochi, omotlali.	Haciéndose la dormida, se sentó.
Capizcayotl zanque oquitac ye ocochía citli, zan cualli ocan chiquihuitl; yocuicaya imán oizac otzatzic citli: —Canin ticuica inon? —Amo xicuallani, nia nictlaliz tlatlayecayan; tle amo tiquita tlehuacticate ipan tonnalli? —Oya cepan tiacan; ya nehuatl no iqui nechtlatitica tonnalli.	La zorra, en cuanto vio que dormía la liebre, cogió bien el cesto. ~~~ Ya se iba con él, cuando despertó la liebre y le gritó: —¿A dónde vas con eso? —No te enfades; voy a ponerlo a la sombra. ~~~ ¿No ves que se están asando al sol? —Entonces vámonos juntas; a mí también ya me está quemando el sol.
Oyaque.	Se fueron.
Oacito itenco achololli.	Llegaron a la orilla de un charco.
Open citli que nochipa ica icuicatl, inin icuac otlacuaya.	Volvió la liebre a su canción, que cuándo comían eso.
