[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]	[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]
[NEW DOCUMENT 07/16/19 SP:05:32:a GN:05:45:a]	[NEW DOCUMENT 07/16/19 SP:05:32:a GN:05:45:a]
Heta mba’e porã oheja ñe’ẽkuaa rehegua aty guasu Paraguaýpe.	Exitoso encuentro de lingüística en Asunción.
Upe arapokõindy ohasava’ekuépe, 8 jasypokõi guive 12 peve, Paraguay (Paraguái)-pe oiko mba’eguasu araka’eve oiko’ỹ, Encuentro de Lingüística Indígena, omono’õva’ekue heta tapicha tetãyguára ha tetã ambuegua arandu, ha upe mba’eguasuve, heta ypykuéra avei omoirũ ko aty oñembokatypyrysevégui.	La semana pasada, del 8 al 12 de julio, Asunción (Paraguay) fue sede de un evento sin presente, el Encuentro de Lingüística Indígena que aglutinó a expertos, tanto nacionales como internacionales, y lo más importante, la activa participación de los propios referentes indígenas de varios pueblos.
[NEW DOCUMENT 07/11/19 SP:08:04:a GN:08:07:a]	[NEW DOCUMENT 07/11/19 SP:08:04:a GN:08:07:a]
Aty guasu oikótava ko’ẽrõme oñeñe’ẽta ypykuéra ñe’ẽita rehe.	Simposio sobre lenguas indígenas será este viernes.
Heta tapicha arandu, Paraguái ha tetã ambuegua, ohesa’ỹijóta opaichagua mba’ekuaapy ypykuéra ñe’ẽ rehegua.	Expertos naciones y del exterior desplegarán sus saberes, experiencias y análisis sobre distintos aspectos relacionados a las lenguas indígenas.
Ko aty guasu, ojehokuaahápe reínte, oikóta ko’ẽrõ, 12 jasypokõime, 08:00 aravo guive 17:00 peve, Universidad Católica de Asunción Koty Guasúpe (Independencia Nacional ha Comuneros).	El importante evento académico, con acceso libre y gratuito, será mañana viernes 12 de junio, de 08:00 a 17:00 horas en el Aula Magna de la Universidad Católica de Asunción (Independencia Nacional y Comuneros).
[NEW DOCUMENT 07/11/19 SP:04:46:a GN:04:55:a]	[NEW DOCUMENT 07/11/19 SP:04:46:a GN:04:55:a]
Oñeñomongeta ypykuéra ñe’ẽnguéra rehe FACSO-pe.	Conversatorio sobre lenguas indígenas en la FACSO.
Ko ararundy, 10, ohasava’ekuépe, mbo’ehaovusu Facultad de Ciencias Sociales (FACSO), Universidad Nacional de Asunción (UNA) peguápe, oñeñomongeta “Ñane ñe’ẽnguéra haitéma” (Es hora de nuestras lenguas) rehe, jahechápa toñemomba’eve ñe’ẽnguéra ko mbo’ehaovusúpe, ko’ýte ypykuérañe’ẽnguéra, Paraguái ha América pegua.	Este miércoles 10 se realizó en la Facultad de Ciencias Sociales (FACSO) de la Universidad Nacional de Asunción (UNA), el conversatorio “Ñane ñe’ẽnguéra haitéma” (Es hora de nuestras lenguas), con el objetivo de crear conciencia en la comunidad educativa acerca de la situación de las lenguas, especialmente las indígenas, en Paraguay y la región.
[NEW DOCUMENT 07/09/19 SP:11:52:a GN:12:04:p]	[NEW DOCUMENT 07/09/19 SP:11:52:a GN:12:04:p]
Ohovehese kuaapy ñehesa’ỹjo Encuentro de Lingüística Indígena-pe.	Prosiguen los talleres en el Encuentro de Lingüística Indígena.
Ko araapýpe ojepysove hese kuaapy ñehesa’ỹjo Encuentro de Lingüística Indígena de Asunción ryepýpe.	Este martes prosiguieron los talleres enmarcados dentro del Encuentro de Lingüística Indígena de Asunción.
Umi tapicha ojeoiva’ekue ko amandaje guasúpe oñemoarandu heta tapicha katupyry tetãygua ha tetã ambuegua rupive, ñe’ẽ ñeñongatu rehe ñemba’aporã, ha ko’ýte umi ypykuéra ñe’ẽ reheguápe.	Los participantes tienen la oportunidad de ser instruidos por expertos nacionales e internacionales en documentación lingüista y otros saberes del campo de la lingüística, en especial, en lenguas indígenas.
[NEW DOCUMENT 07/09/19 SP:10:36:a GN:10:52:a]	[NEW DOCUMENT 07/09/19 SP:10:36:a GN:10:52:a]
PÑS ha UNA sãmbyhyharakuéra oñombyaty ko araapýpe.	Titulares de la SPL y de la UNA se reunieron este martes.
Sãmbyhyhára Ladislaa Alcaraz de Silvero, ha mbo’ehaovusu Universidad Nacional de Asunción (UNA) moakãhára, Zully Vera, oñombyaty ko araapýpe ha oñomongeta hikuái mba’éichapa oñemba’apo joajukuaa ñe’ẽnguéra rehehápe ko mbo’ehaovusu guive.	La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, se reunió este martes con la rectora de la Universidad Nacional de Asunción (UNA), Zully Vera, con el objetivo de dialogar sobre las posibles acciones conjuntas favorables a la gestión lingüística en sus diferentes líneas desde la universidad.
Omoirũ avei chupekuéra ko atýpe ko’ã mokõive temimoĩmby pytyvõharakuéra.	La reunión de trabajo acompañó, además, directores de ambas instituciones.
[NEW DOCUMENT 07/08/19 SP:10:44:a GN:10:56:a]	[NEW DOCUMENT 07/08/19 SP:10:44:a GN:10:56:a]
Jeroviapópe oñemoñepyrũ ko arakõime Encuentro de Lingüística Indígena.	Con alta expectativa arrancó este lunes el Encuentro de Lingüística Indígena.
Ko arakõime, 8 jasypokõivo, oñepyrũ amandaje guasu Encuentro de Lingüística Indígena de Asunción, ombyatýva heta tapicha katupyry tetãmegua ha tetã ambueguápe; avei, ijatyhína heta ypykuéra, ñe’ẽ rehe omba’apo, ambueve tapicha arandu, temimbo’e, ha hetaiteve.	Este lunes 8 inició el Encuentro de Lingüística Indígena de Asunción que alberga a expertos nacionales e internacionales; así mismo, cuenta con la activa participación de referentes indígenas de varios pueblos, lingüistas, académicos, estudiantes, etc.
Ko amandaje guasu rupive ojeporohekombo’éta ñe’ẽ ñehesa’ỹijo ha iñeñongatúpe, ko’ýte umi ypykuéra ñe’ẽ, ha oike voi Ypykuéra Ñe’ẽita Ary Yvy’ape Ári.	El encuentro está focalizado a la documentación y descripción lingüista, en especial de las lenguas indígenas, y se enmarca en el Año Internacional de las Lenguas Indígenas.
[NEW DOCUMENT 07/05/19 SP:09:05:a GN:09:11:a]	[NEW DOCUMENT 07/05/19 SP:09:05:a GN:09:11:a]
ISBA oguerojeráma avei Unidad de Asuntos Lingüísticos.	El ISBA instaló Unidad de Asuntos Lingüísticos.
Mbo’ehaovusu Instituto Superior de Bellas Artes (ISBA) oguerojera ko arapoteĩ Unidad de Asuntos Lingüísticos (UAL) omoañete hag̃ua Léi 4251/10 Ñe’ẽnguéra rehegua ko mbo’ehaovusúpe.	El Instituto Superior de Bellas Artes (ISBA) instaló oficialmente este viernes la dependencia Unidad de Asuntos Lingüísticos (UAL) con la firme intención dar cumplimiento a la Ley 4251/10 de Lenguas en la institución de educación superior.
[NEW DOCUMENT 07/05/19 SP:07:11:a GN:07:21:a]	[NEW DOCUMENT 07/05/19 SP:07:11:a GN:07:21:a]
Amandaje “Encuentro de Lingüística Indígena de Asunción” oñepyrũta arakõime.	Encuentro de Lingüística Indígena de Asunción inicia este lunes.
Paraguáipe oikóta Encuentro de Lingüística Indígena de Asunción, oñembosako’íva ág̃a 8 guive 12 peve jasypokõi ko 2019 arýpe; omono’õséva ñe’ẽkuaahára ha ambueve tapicha omba’apóva ñe’ẽ ñeñongatu ha ñehesa’ỹijópe ha oñemoarandusévape ã kuaapy oike añetéva ypykuéra ñe’ẽ rapereka ko’ag̃aguápe, ha avei tembipuru pyahukuéra oñeñongatukuaa hag̃ua ñe’ẽ.	Paraguay albergará el Encuentro de Lingüística Indígena de Asunción, previsto desde este lunes 8 al 12 de julio, y que pretende reunir a los lingüistas y otros actores en la documentación y descripción lingüística que busca proponer una formación específica sobre temas teóricos que ocupan un lugar importante en la investigación lingüística actual sobre lenguas indígenas, así como sobre las tecnologías informáticas para la documentación lingüística.
[NEW DOCUMENT 07/04/19 SP:05:22:a GN:05:27:a]	[NEW DOCUMENT 07/04/19 SP:05:22:a GN:05:27:a]
Guarani jeporumemerã UNICAN-pe jegueroguata.	Proceso de normalización del guaraní en la UNICAN.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) mba’apoharakuéra oykeko ko ararundýpe mbo’ehaovusu Universidad Nacional de Canindeyú mburuvichakuérape guarani jeporumemerã jegueroguatápe, ñe’ẽ teeháicha, ko temimoĩmbýpe.	Técnicos de la Secretaría de Políticas Lingüísticas (SPL) brindaron este miércoles una asistencia técnico-lingüística a las autoridades de la Universidad Nacional de Canindeyú con el objetivo de avanzar en el proceso de implementación efectiva de la normalización del guaraní, como idioma oficial, en la institución educativa.
[NEW DOCUMENT 07/03/19 SP:04:15:a GN:04:18:a]	[NEW DOCUMENT 07/03/19 SP:04:15:a GN:04:18:a]
ISBA ojapo heta amandaje ypykuéra ñe’ẽita ary rérape.	ISBA organizó ciclo de conferencias por año de lenguas indígenas.
Mbo’ehaovusu Instituto Superior de Bellas Artes (ISBA) ojapo heta amandaje hérava “Arte y cultura de los pueblos indígenas del Paraguay y Latinoamérica”, péva rupive oñeha’ã og̃uahẽ mayma temimoĩmby pegua apytu’ũ ha ikorasõmenguéra tuichamba’eha Paraguái ñe’ẽita jegueroike mbo’ehaovusúpe.	El Instituto Superior de Bellas Artes (ISBA), organizó un ciclo de conferencias sobre “Arte y cultura de los pueblos indígenas del Paraguay y Latinoamérica” con las que se pretendió concienciar a la comunidad educativa de la institución sobre la importancia de la inclusión de la diversidad lingüística del Paraguay en el ámbito de la educación superior.
[NEW DOCUMENT 07/01/19 SP:06:59:a GN:07:05:a]	[NEW DOCUMENT 07/01/19 SP:06:59:a GN:07:05:a]
Paraguái omoirũ Amandaje Ñe’ẽita rehegua oikóva Rusia-pe.	Paraguay se adhiere a la Conferencia sobre Multilingüismo realizada en Rusia.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ha Guarani Ñe’ẽ Rerekuapavẽ (GÑR) guive ojeguerahauka kuaapy “Las lenguas del Paraguay en el ciberespacio” rehegua, omoirũvo avei péicha amandaje guasu hérava “Preservación de las lenguas y desarrollo de la diversidad lingüística en el ciberespacio: contexto, políticas y prácticas”, oikóva Yakutsk (Federación Rusa)-pe, ko ára 1 jasypokõi guive 5 peve, Ypykuéra Ñe’ẽita Ary Yvy’ape Ári ryepýpe.	Desde la Secretaría de Políticas Lingüísticas (SPL) y la Academia de la Lengua Guaraní (ALG) se ha remitido un informe sobre “Las lenguas del Paraguay en el ciberespacio”, en adhesión a la conferencia internacional “Preservación de las lenguas y desarrollo de la diversidad lingüística en el ciberespacio: contexto, políticas y prácticas” que tiene lugar en Yakutsk (Federación Rusa), desde hoy 1 al 5 de julio, en el marco del Año Internacional de las Lenguas Indígenas.
[NEW DOCUMENT 07/01/19 SP:04:34:a GN:04:38:a]	[NEW DOCUMENT 07/01/19 SP:04:34:a GN:04:38:a]
Oguatahína guarani jeporu añete mbo’ehaovusu Caaguazu-guápe.	Avanza normalización del guaraní en Universidad Nacional de Caaguazú.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) mba’apoharakuéra oipytyvõ umi Unidad de Asuntos Lingüísticos (UAL), mbo’ehaovusu Universidad Nacional de Caaguazú, ryepýpe omba’apovakuérape.	Técnicos de la Secretaría de Políticas Lingüísticas (SPL) brindaron una asistencia técnico-lingüística a los integrantes de la Unidad de Asuntos Lingüísticos (UAL) de la Universidad Nacional de Caaguazú.
[NEW DOCUMENT 06/28/19 SP:09:38:a GN:09:13:a]	[NEW DOCUMENT 06/28/19 SP:09:38:a GN:09:13:a]
Sãmbyhyhára ohesa’ỹijo mba’ekuaa Mercosur pegua haiharakuéra aty guasúpe.	Ministra de SPL expuso en el encuentro de escritores del Mercosur.
Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, ohesa’ỹijo avei imba’ekuaa XVII Encuentro de Escritores del Mercosur-pe, oikóva ko arýpe Paraguay ha Yaguarón távape.	La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, expuso este viernes en el panel del XVII Encuentro de Escritores del Mercosur, edición que tiene como sede las ciudades paraguayas Asunción y Yaguarón.
Ohesa’ỹijo Paraguái ypykuéra ñe’ẽ rehegua ko Ypykuéra Ñe’ẽita Ary Yvy’ape Ári ryepýpe.	Habó sobre las lenguas indígenas del Paraguay ante la conmemoración del Año Internacional de las lenguas indígenas.
[NEW DOCUMENT 06/26/19 SP:06:55:a GN:06:58:a]	[NEW DOCUMENT 06/26/19 SP:06:55:a GN:06:58:a]
Mercosur haiharakuéra jojuhu guasúpe oñemomba’éta ypykuéra ñe’ẽ.	Encuentro de Escritores del Mercosur destacará a las lenguas indígenas.
Paraguáipe oñombyatýta umi haihára ha arandupyhára Mercosur pegua “XVII Encuentro de Escritores del Mercosur” oikótava ág̃a 28 a 29 ko jasypoteĩme.	Paraguay será sede del mayor encuentro de escritores y referentes culturales de la región a través del XVII Encuentro de Escritores del Mercosur previsto para el 28 y 29 de junio.
Ko aty guasúpe ojehero ko arýpe “Ñe’ẽ, tembiporu ombojuajúva ñaneretãnguéra reko” (La Lengua como herramienta de integración cultural de los pueblos) ha oike “Ypykuéra Ñe’ẽita Ary Yvy’ape Ári” ryepýpe.	El evento internacional tiene como lema “Ñe’ẽ, tembiporu ombojuajúva ñaneretãnguéra reko” (La Lengua como herramienta de integración cultural de los pueblos) y se enmarca dentro de la conmemoración del Año Internacional de las Lenguas Indígena.
[NEW DOCUMENT 06/21/19 SP:12:28:p GN:12:37:p]	[NEW DOCUMENT 06/21/19 SP:12:28:p GN:12:37:p]
PÑS oikuaauka mayma ha’eveva’ekue Concurso Público de Oposición-pe.	SPL publica nómina de ganadores del Concurso Público de Oposición.
Paraguái Ñe’ẽnguéra Sãmbyhyha oguenohẽ tapicha rerakuéra ha’eveva’ekue Concurso Público de Oposición para Coordinador Técnico Pedagógico-pe.	La Secretaría de Políticas Lingüísticas (SPL) publica la lista de ganadores del Concurso Público de Oposición para Coordinador Técnico Pedagógico.
Ko’ápe rehesakutúrõ chejuhúta tera rysýi: Ha’evevakuéra réra.	La lista de ganadores se encuentra en el siguiente enlace: Nómina de ganadores.
[NEW DOCUMENT 06/20/19 SP:05:15:a GN:05:25:a]	[NEW DOCUMENT 06/20/19 SP:05:15:a GN:05:25:a]
Pilar-pe oñemongu’ese heta mba’e ou porãtava ypykuéra ñe’ẽme.	En Pilar analizaron posibles iniciativas favorables a las lenguas indígenas.
Mbo’ehaovusu Universidad Nacional del Pilar (UNP)-pe oiko aty oñeñemindu’u hag̃ua mba’emba’épa ikatu ojejapo ko temimoĩmbýpe ha Ñeembucú tavusu tuichakue, Ypykuéra Ñe’ẽita Ary Yvy’ape Ári (YÑAYÁ) rehehápe.	La Universidad Nacional del Pilar (UNP) fue sede de un taller para analizar las posibles iniciativas y acciones a ser emprendidas en dicha casa de estudios y en otras instituciones del Departamento de Ñeembucú, en el marco de la conmemoración del Año Internacional de las Lenguas Indígenas (AILI).
[NEW DOCUMENT 06/19/19 SP:10:24:a GN:10:30:a]	[NEW DOCUMENT 06/19/19 SP:10:24:a GN:10:30:a]
Tetã mba’apohára oñemoarandu guarani ñe’ẽme.	Funcionarios públicos se forman en guaraní comunicativo.
40 rasa tetã mba’apohára heta temimoĩmbygua péina ko ararundy guive oñepyrũ oñemoarandu guarani ñe’ẽ.	Más de 40 funcionarios iniciaron desde este miércoles el Curso de Guaraní Comunicativo para servidores públicos de diferentes instituciones.
Guarani jehekombo’e ojeporu hag̃ua taha’e haipy térã ayvúpe ogueroguata Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ha Tetã Rembijokuái Sãmbyhyha (TRS), ha oikóta mbo’ehaovusu Universidad Iberoamericana-pe, opytáva Paraguay távape.	La formación oral y escrita en lengua guaraní es implementada por la Secretaría de Políticas Lingüísticas (SPL) y la Secretaría de la Función Pública (SFP), y se desarrollará en las instalaciones de la Universidad Iberoamericana, en Asunción.
[NEW DOCUMENT 06/18/19 SP:10:20:a GN:10:25:a]	[NEW DOCUMENT 06/18/19 SP:10:20:a GN:10:25:a]
Paraguaýpe oikóta Encuentro de Lingüística Indígena.	Asunción será sede de Encuentro de Lingüística Indígena.
Paraguáipe oikóta Encuentro de Lingüística Indígena de Asunción, oñembosako’íva ág̃a 8 guive 12 peve jasypokõi ko 2019 arýpe; omono’õséva ñe’ẽkuaahára ha ambueve tapicha omba’apóva ñe’ẽ ñeñongatu ha ñehesa’ỹijópe ha oñemoarandusévape ã kuaapy oike añetéva ypykuéra ñe’ẽ rapereka ko’ag̃aguápe, ha avei tembipuru pyahukuéra oñeñongatukuaa hag̃ua ñe’ẽ.	Paraguay albergará el Encuentro de Lingüística Indígena de Asunción, previsto del 8 al 12 de julio del año 2019, y que pretende reunir a los lingüistas y otros actores en la documentación y descripción lingüística que busca proponer una formación específica sobre temas teóricos que ocupan un lugar importante en la investigación lingüística actual sobre lenguas indígenas, así como sobre las tecnologías informáticas para la documentación lingüística.
[NEW DOCUMENT 06/18/19 SP:05:06:a GN:05:11:a]	[NEW DOCUMENT 06/18/19 SP:05:06:a GN:05:11:a]
PÑS oikuaauka ojehupytypaiteva’ekue Concurso Público de Oposición-pe.	SPL publica resultados preliminares del Concurso Público de Oposición.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) oguenohẽ kuatia omomarandúva ojehupytypaiteva’ekue Concurso Público de Oposición-pe ojeporavo hag̃ua Coordinador Técnico – Pedagógico-rã; ko marandu ojejuhukuaa ko’ápe: Terakuéra rysýi.	La Secretaría de Políticas Lingüísticas (SPL) publica la planilla de los resultados preliminares del Concurso Público de Oposición para la selección de Coordinador Técnico – Pedagógico; la información se encuentra en el siguiente enlace: Resultado preliminares.
[NEW DOCUMENT 06/13/19 SP:05:36:a GN:05:40:a]	[NEW DOCUMENT 06/13/19 SP:05:36:a GN:05:40:a]
Ojehupytýva aranduchauka jehaípe PÑS Concurso Público de Oposición-pe.	Resultado de evaluación escrita del Concurso Público de Oposición de la SPL.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) omomarandu ojehupytyva’ekue aranduchauka jehaípe Concurso Público de Oposición ojeporavo hag̃ua Coordinador Técnico – Pedagógico-rã; ko marandu ojejuhukuaa ko’ápe: Aranduchauka jehaípe ojehupytypyre.	La Secretaría de Políticas Lingüísticas (SPL) publica el resultado de la evaluación escrita del Concurso Público de Oposición para la selección de Coordinador Técnico – Pedagógico; la información se encuentra en el siguiente enlace: Resultado de evaluación escrita.
Umi ohupytyva’ekue 60% ha hetave, ohasave ohóvo ko Concurso-pe.	Los postulantes que hayan logrado el 60% y más, pasan a la siguiente etapa del Concurso.
[NEW DOCUMENT 06/13/19 SP:04:39:a GN:04:47:a]	[NEW DOCUMENT 06/13/19 SP:04:39:a GN:04:47:a]
Sãmbyhyhára Alcaraz omoirũta ypykuéra ñe’ẽ rehegua aty guasu Bolivia-pe.	Ministra de SPL participa de encuentro sobre lenguas indígenas en Bolivia.
Taticha katupyryeta heta tetãmegua omba’apóva ñe’ẽ ha ypykuéra derécho rehe América Latina ha El Caribe tuichakue, oñombyatýta Reunión de Cooperación Sur he’ívape ogueroguatave hag̃ua mbo’ehaovusu Instituto Iberoamericano de Lenguas Indígenas jeguerojera; oñeñombyatýta ko arapo 13 ha ko’ẽrõ arapoteĩ 14 jasypoteĩme Santa Cruz távape, Bolivia retãme.	Destacados expertos de varios países vinculados a la etnolingüística y derechos de los pueblos indígenas en América Latina y El Caribe se darán cita en la Reunión de Cooperación Sur para avanzar en la creación del Instituto Iberoamericano de Lenguas Indígenas que se llevará a cabo hoy jueves 13 y mañana viernes 14 de junio en la ciudad de Santa Cruz, Bolivia.
[NEW DOCUMENT 06/11/19 SP:09:27:a GN:09:30:a]	[NEW DOCUMENT 06/11/19 SP:09:27:a GN:09:30:a]
PÑS omomarandu mamópa oaranduchaukáta oikéva Concurso Público de Oposición-pe.	SPL comunica sede de evaluación del Concurso Público de Oposición.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) omomarandu umi oikéva Concurso Público de Oposición-pe, ojeporavotahápe Coordinador Técnico – Pedagógico, aranduchauka ojehaíva oikótava ko’ẽrõ 12 jasypoteĩme, oñepyrũta 08:30 aravo ha oikóta koty hérava Salón Verde-pe, Instituto Nacional de Educación Superior "DrRaúl Peña"-pe, opytáva Eusebio Ayala Km 4 ½ rapépe, Hipódromo távape, Paraguaýpe.	La Secretaría de Políticas Lingüísticas (SPL) informa a los postulantes admitidos en el Concurso Público de Oposición para la selección de Coordinador Técnico – Pedagógico que la evaluación escrita, prevista para mañana 12 de junio, será a partir de las 08:30 horas en el Salón Verde del Instituto Nacional de Educación Superior "Dr Raúl Peña", en Eusebio Ayala Km 4 1/2 del Bo. Hipódromo de Asunción.
Oporomomandu’a avei oñeimévo aravoitépe ha tojeguerahámo katuete kuatia tee.	Se recuerda a los postulantes ser puntuales y llevar su cédula de identidad.
[NEW DOCUMENT 06/10/19 SP:08:18:a GN:08:30:a]	[NEW DOCUMENT 06/10/19 SP:08:18:a GN:08:30:a]
PÑS omomarandu mavamávapa oike Concurso Público de Oposición para Coordinador Técnico Pedagógico-pe.	SPL publica nómina de admitidos del Concurso Público de Oposición para Coordinador Técnico Pedagógico.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) omomarandu mavamávapa oike Concurso Público de Oposición para Coordinador Técnico Pedagógico; upe kuatia oñemoñe’ẽkuaahápe ko’ã tapicha rysýi oĩ ko’ápe: Nómina de admitidos.	La Secretaría de Políticas Lingüísticas (SPL) informa sobre la nómina de admitidos del Concurso Público de Oposición para Coordinador Técnico Pedagógico; el documento que contiene el listado se encuentra en el siguiente link: Nómina de admitidos.
Ambueve mba’e oikótava gueteri ko Concurso ryepýpe ikatu oñemoñe’ẽ Cronograma ajustado-pe, oĩva ko link-pe: Cronograma ajustado.	Las siguientes etapas del Concurso están disponibles en el Cronograma ajustado, en el siguiente link: Cronograma ajustado.
Vokoieténte oñemomarandúta mamópa oñearanduchaukáta.	La sede de las evaluaciones será notificada en el transcurso de las horas.
[NEW DOCUMENT 06/06/19 SP:11:21:a GN:11:27:a]	[NEW DOCUMENT 06/06/19 SP:11:21:a GN:11:27:a]
Ypykuéra ñe’ẽ jehekombo’e Paraguáipe rehe oñeñomongeta.	Conversatorio sobre educación indígena en Paraguay.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ombosako’i ko arapópe ñomongeta hérava “Lenguas indígenas y educación indígena en Paraguay”, Ypykuéra Ñe’ẽita Arapokõindy ryepýpe, Arandukaita Jehechaukaguasu 2019-pe, Paraguaýpe.	La Secretaría de Políticas Lingüísticas (SPL) organizó este jueves el conversatorio “Lenguas indígenas y educación indígena en Paraguay” en el marco de la Semana de las lenguas indígenas, en la Feria Internacional del Libro 2019, en Asunción.
Ko aty oike avei Ypykuéra Ñe’ẽita Ary Yvy’ape Ári (YÑAYA) kuápe.	La actividad se enmarca a su vez en el Año Internacional de las Lenguas Indígenas.
[NEW DOCUMENT 06/05/19 SP:11:25:a GN:11:31:a]	[NEW DOCUMENT 06/05/19 SP:11:25:a GN:11:31:a]
Tekojopara mbo’ehaovusúpe rehe oñeñe’ẽ FIL-pe.	La interculturalidad en la educación superior fue tema de debate en la FIL.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ombosako’i ko ararundýpe arandu ñehesa’ỹijo hérava “Desafíos de la educación superior desde la perspectiva de la interculturalidad”, Ypykuéra Ñe’ẽita Arapokõindy ryepýpe, Arandukaita Jehechaukaguasu 2019-pe, Paraguaýpe.	La Secretaría de Políticas Lingüísticas (SPL) organizó este miércoles la conferencia “Desafíos de la educación superior desde la perspectiva de la interculturalidad”, en el marco de la Semana de las lenguas indígenas, en la Feria Internacional del Libro 2019, en Asunción.
Ko aty oike avei Ypykuéra Ñe’ẽita Ary Yvy’ape Ári kuápe.	La actividad se enmarca a su vez en el Año Internacional de las Lenguas Indígenas.
[NEW DOCUMENT 06/05/19 SP:06:37:a GN:06:46:a]	[NEW DOCUMENT 06/05/19 SP:06:37:a GN:06:46:a]
PÑS mba’apoharakuéra oñombyaty tapicha katupyry Perú-gua ndive.	Encuentro académico entre técnicos de la SPL y experto de Perú.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) moakãhára ha mba’apoharakuéra oñombyaty ko araapýpe ha oñomongeta hikuái karai katupyry Perú-gua, José Antonio Vázquez.	Directivos y técnicos de la Secretaría de Políticas Lingüísticas (SPL) mantuvieron este martes una nutrida charla con el experto de Perú, José Antonio Vázquez.
Oñe’ẽ hikuái Paraguái ha Perú rembiapoita ñe’ẽnguéra rehehápe rehe, umi ojehupytýmava ha tekotevẽva gueteri, ko’ýte ñañe’ẽramo ypykuéra ñe’ẽita rehe.	El encuentro académico se basó en el intercambio de experiencias entre Paraguay y Perú con relación a las políticas lingüísticas implementadas en ambos países, los avances y desafíos en torno a la gestión a favor de las lenguas, en especial las lenguas indígenas.
[NEW DOCUMENT 06/05/19 SP:05:02:a GN:05:05:a]	[NEW DOCUMENT 06/05/19 SP:05:02:a GN:05:05:a]
Ojeporu añetese guarani ñe’ẽ Ministerio de Justicia ryepýpe.	Buscan implementar uso efectivo del guaraní en el Ministerio de Justicia.
Araapy ohasava’ekuépe, Tekojoja Motenondeha ha Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) oñombyaty ombohape hag̃ua guarani jeporu memerã ko Motenondehápe.	Este martes, el Ministerio de Justicia y la Secretaría de Políticas Lingüísticas (SPL) desarrollaron la jornada de sensibilización sobre el fortalecimiento y uso de la lengua guaraní desde el ministerio.
Oiko ko aty Red de Derechos Humanos del Poder Ejecutivo kotýpe, ha péicha oñeñeha’ã oñembohape guarani jeporu añete ko temimoĩmbýpe.	Fue en el salón auditorio de la Red de Derechos Humanos del Poder Ejecutivo, con miras al planteamiento de posibles acciones para la implementación efectiva de la lengua guaraní.
[NEW DOCUMENT 06/04/19 SP:04:11:a GN:04:14:a]	[NEW DOCUMENT 06/04/19 SP:04:11:a GN:04:14:a]
Amandaje ypykuéra ñe’ẽ rehegua ñane retãme ha latinoamérica-pe.	Seminario sobre lenguas indígenas en contexto nacional y latinoamericano.
Ange pyhare ojejapo amandaje guasu hérava “Lenguas Indígenas en el Contexto Latinoamericana”, ombosako’íva Paraguái Ñe’ẽnguéra Sãmbyhyha, Arandukaita Jehechaukaguasu Paraguay 2019-pe, oñehesa’ỹijóvo péicha opa mba’e oha’arõva ypykuéra ñe’ẽme oikovéva tavaháre, PÑS rembiapo ypykuéra ñe’ẽ rehehápe, ha avei ojejapóva tetã ambue rehe ypykuéra ñe’ẽ rérape.	Este miércoles se realizó el seminario internacional “Lenguas Indígenas en el Contexto Latinoamericana”, organizado por la Secretaría de Políticas Lingüísticas en la Feria Internacional de Libro Asunción 2019 a fin de socializar con la sociedad paraguaya sobre los desafíos de las lenguas en contextos urbanos, la gestión de la SPL en cuanto a las lenguas indígenas, así como los casos sobre la interculturalidad en países de la región.
[NEW DOCUMENT 06/03/19 SP:03:39:a GN:03:49:a]	[NEW DOCUMENT 06/03/19 SP:03:39:a GN:03:49:a]
Ko árape oñepyrũ Ypykuéra Ñe’ẽita Arapokõindy oikótava FIL 2019-pe.	Hoy arranca la Semana de las Lenguas Indígenas en la FIL 2019.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ombosako’i “Semana de las lenguas indígenas” ha hyepýpe oñehesa’ỹijóta heta arandupy ko arakõi 3 jasypoteĩ guive, ág̃a arapoteĩ 7 peve, Feria Internacional del Libro 2019 aja (Centro de Convenciones del Mcal.	La Secretaría de Políticas Lingüísticas (SPL) organiza la “Semana de las Lenguas Indígenas” que consiste en una serie de actividades académico-culturales que serán desarrolladas desde hoy lunes 3 hasta el viernes 7, durante la Feria Internacional del Libro 2019 (Centro de Convenciones del Mcal.
López, Villa Morra, Paraguay távape).	López, Villa Morra, Asunción).
