[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]	[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]
[NEW DOCUMENT 08/01/19 SP:07:32:a GN:07:46:a]	[NEW DOCUMENT 08/01/19 SP:07:32:a GN:07:46:a]
Instituciones públicas planifican celebración de “Rohayhu che ñe’?”.	Heta tetã remimo?mby ombohape “Rohayhu che ñe’?” ñemomorã.
Referentes	Umi
"de las Unidades de Asuntos Lingüísticos (UAL), de las diferentes"	"o?va Unidad de Asuntos Lingüísticos (UAL)-pe, Tetã Pokatuvete"
"instituciones dependientes del Poder Ejecutivo, mantuvieron este"	"poguypegua temimo?mby reheguakuérava, oñombyaty ko arapópe"
jueves una reunión de trabajo con técnicos de la Secretaría de	Paraguái Ñe’?nguéra Sãmbyhyha mba’apoharakuéra (PÑS)
"Políticas Lingüísticas (SPL), a fin de planificar las posibles"	"ndive, ombohape hag?ua apopyrã ojegueroguatakuaáva ko pote?ha"
actividades a ser desarrolladas en el marco de la sexta edición de	"oikótava “Rohayhu che ñe’?”, guarani ñe’? arapokõindy."
"“Rohayhu che ñe’?”, la semana de la lengua guaraní."	
[NEW DOCUMENT 08/01/19 SP:04:24:a GN:04:33:a]	[NEW DOCUMENT 08/01/19 SP:04:24:a GN:04:33:a]
Titulares de la SPL e INC se reunieron este miércoles.	PÑS ha INC moakãharakuéra oñombyaty ko araapýpe.
"La Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, se reunió este miércoles con el presidente de la Industria Nacional del Cemento (INC), Javier María Rodríguez."	"Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñombyaty Industria Nacional del Cemento (INC) moakãhára, Javier María Rodríguez ndive."
Analizaron las posibilidades de cooperación interinstitucional y propiciar proyectos favorables a la comunidad y la lengua guaná en el área de influencia de la cementera de Vallemí (Concepción).	"Oñomongeta hikuái mba’éichapa omba’apo joajukuaa oipytyvõvo guaná aty ha iñe’?, oikovéva Vallemíme (Concepción)-pe."
[NEW DOCUMENT 07/30/19 SP:10:55:a GN:11:00:a]	[NEW DOCUMENT 07/30/19 SP:10:55:a GN:11:00:a]
Ministra de SPL se reunió con su par de Defensa Nacional.	Sãmbyhyhára Alcaraz oñombyaty Tetã Ñangareko motenondehára ndive.
La	Paraguái
"titular de la Secretaría de Políticas Lingüísticas (SPL), Ladilaa"	"Ñe’?nguéra sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero,"
"Alcaraz de Silvero, se reunió este martes con el ministro de Defensa"	"oñombyaty Tetã Ñangareko motenondehára (TÑM), Bernardino Soto"
"Nacional, Bernardino Soto Estigarribia, quienes dialogaron sobre el"	Estigarribia ndive; oñomongeta hikuái Unidad de Asuntos
proceso de instalación de la Unidad de Asuntos Lingüísticos (UAL)	Lingüísticos (UAL) jeguerojera ko motenondehápe oñemombarete
"en el ministerio, a fin de fortalecer el uso del bilingüismo"	"hag?ua tetã ñe’? tee mokõivéva, guarani ha castellano,ha Léi"
"oficial, guaraní-castellano, y dar cumplimiento a la Ley 4251/10 de"	4251/10 Ñe’?nguéra rehegua ári ojeguata hag?ua ko
Lenguas en la institución.	temimo?mbýpe.
[NEW DOCUMENT 07/30/19 SP:07:44:a GN:07:56:a]	[NEW DOCUMENT 07/30/19 SP:07:44:a GN:07:56:a]
Academia organiza Primer Congreso de la Lengua Guaraní.	Guarani Ñe’? Rerekuapav? ombosako’i amandaje pete?ha.
El	Guarani
Primer Congreso de la Academia de la Lengua Guaraní (ALG)	Ñe’? Rerekuapav? (ALG) Amandaje Guasu Pete?ha “Ñamombaretévo
“Fortaleciendo el Idioma Guaraní” será los días 23 y 24 de	"Guarani Ñe’?” oikóta ág?a 23 ha 24 jasypoapy oúvape,"
agosto próximos en el Centro Cultural Departamental de Caaguazú.	Centro Cultural Departamental Ka’aguasu tavusúpe.
El	Ko amandaje
importante evento incluye conferencias magistrales y paneles de	guasu ryepýpe ohesa’?ijóta heta mba’ekuaapy guarani rehegua
expertos nacionales e internacionales sobre distintos aspectos de la	tapicha arandupy tetã ha pytaguárava.
lengua guaraní.	
[NEW DOCUMENT 07/26/19 SP:08:49:a GN:08:55:a]	[NEW DOCUMENT 07/26/19 SP:08:49:a GN:08:55:a]
Inicia curso de guaraní para funcionarios del Hospital Nacional de Itauguá.	Oñemoñepyr? guarani mbo’esyry Hospital Nacional de Itauguá mba’apoharakuéra ndive.
Este viernes dieron apertura al “Curso de Guaraní Comunicativo”	Ko
dirigido a autoridades y equipo técnico del Centro Médico Nacional	arapote?me oñemoñepyr? “Curso de Guaraní Comunicativo” umi
de Itauguá.	tasyo Hospital Nacional de Itauguá pegua mba’apoharakuéra ndive.
El curso será implementado por el Ministerio de Salud	Ko guarani ñehekombo’e oisãmbyhy Tetsãi ha Tekoporãve
"Pública y Bienestar Social, a través de la Unidad de Asuntos"	"Motenondeha (TTM), Unidad de Asuntos Lingüísticos guive, ha"
"Lingüísticos, y con el apoyo de la Secretaría de Políticas"	oipytyvõ Paraguái Ñe’?nguéra Sãmbyhyha (PÑS).
Lingüísticas (SPL).	
[NEW DOCUMENT 07/26/19 SP:07:29:a GN:07:33:a]	[NEW DOCUMENT 07/26/19 SP:07:29:a GN:07:33:a]
Asistencia técnico-lingüística en la UNVES.	PÑS oipytyvõ UNVES-pe ñe’? jeporúpe.
Técnicos	Paraguái
de la Secretaría de la Secretaría de Políticas Lingüísticas	Ñe’?nguéra Sãmbyhyha (PÑS) mba’apoharakuéra oykeko ko
(SPL) brindaron este viernes una	arapote?me ñe’? jeporúpe umi tapicha o?va Unidad de Asuntos
asistencia técnico-lingüística a los	"Lingüísticos (UAL)-pe, mbo’ehaovusu Universidad"
representantes de la Unidad de Asuntos Lingüísticos (UAL) de la	Nacional de Villarrica del Espíritu Santo (UNVES) peguápe.
Universidad Nacional de Villarrica del Espíritu Santo (UNVES).	
[NEW DOCUMENT 07/26/19 SP:06:12:a GN:06:19:a]	[NEW DOCUMENT 07/26/19 SP:06:12:a GN:06:19:a]
Ministra Alcaraz acompañó lanzamiento de revista científica.	Sãmbyhyhára Alcaraz omoir? pete? aranduka ñeguenoh?.
La	Paraguái
"ministra de la Secretaría de Políticas Lingüísticas (SPL),"	"Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero,"
"Ladislaa Alcaraz de Silvero, acompañó la presentación de la"	"omoir? Revista Científica de la Juventud, oikóva ko arapote?"
"Revista Científica de la Juventud, realizada este viernes a las"	"pyharevetévo, Sociedad Científica del Paraguay rógape, opytáva"
"08:00 horas en la sede de la Sociedad Científica del Paraguay, en"	Paraguay távape.
Asunción.	
[NEW DOCUMENT 07/19/19 SP:08:07:a GN:08:10:a]	[NEW DOCUMENT 07/19/19 SP:08:07:a GN:08:10:a]
Ministra de SPL acompañó apertura de la conferencia sobre LibreOffice.	Sãmbyhyhára omoir? amandaje LibreOffice rehegua ñemoñepyr?.
La	Paraguái
"ministra de la Secretaría de Políticas Lingüística (SPL),"	"Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero,"
"Ladislaa Alcaraz de Silvero, acompañó este viernes la apertura"	omoir? ko arapote?me amandaje guasu LibreOffice Latinoamérica
oficial de la conferencia LibreOffice Latinoamérica.	rehegua ñemoñepyr?.
El evento tuvo	Ko aty guasu oiko mbo’ehaovusu Facultad
lugar en el Aula Magna de la Facultad Politécnica de la Universidad	"Politécnica koty guasúpe, Universidad Nacional de Asunción pegua,"
"Nacional de Asunción, en San Lorenzo."	San Lorenzo távape.
[NEW DOCUMENT 07/19/19 SP:06:52:a GN:07:04:a]	[NEW DOCUMENT 07/19/19 SP:06:52:a GN:07:04:a]
Técnicos de la SPL brindaron asesoramiento lingüístico en la UNE.	PÑS oykeko UNE-pe ñe’? jeporúpe.
Técnicos	Paraguái
de la Secretaría de Políticas Lingüísticas (SPL) ofrecieron este	Ñe’?nguéra Sãmbyhyha (PÑS) mba’apoharakuéra oykeko ko
viernes un asesoramiento técnico-lingüístico a los miembros de la	arapote?me ñe’? jeporúpe umi tapicha o?va Unidad de Asuntos
Unidad de Asuntos Lingüísticos de la Universidad Nacional del Este	"Lingüístico (UAL), mbo’ehaovusu Universidad Nacional del Este"
(UNE).	(UNE).
La jornada de trabajo se basó en analizar los avances y	Ohesa’?ijo hikuái ojegueroguatámava ha tekotev?va
desafíos en la implementación de la Ley 4251/10 de Lenguas en la	"gueteri, oñemoañetévo Léi 4551/10 Ñe’?nguéra rehegua."
institución.	
[NEW DOCUMENT 07/18/19 SP:07:30:a GN:07:36:a]	[NEW DOCUMENT 07/18/19 SP:07:30:a GN:07:36:a]
Firman acuerdos para favorecer a lenguas indígenas del Chaco.	Oñeñe’?me’? oñemba’apo joaju hag?ua ypykuéra ñe’? Chaco pegua rehe.
La	Paraguái
Secretaría de Políticas Lingüísticas y la Asociación Sombra de	Ñe’?nguéra Sãmbyhyha ha Asociación
Árbol concretaron la firma de dos acuerdos específicos consistentes	Sombra de Árbol omboheraguapy
en la señalización en lenguas indígenas en los territorios	mokõi ñe’?me’? he’ihápe omba’apo joajuseha
chaqueños y	señalización Chaco yvýre o? hag?ua
el apoyo lingüístico al pueblo Enlhet y otros pueblos indígenas.	ypykuéra ñe’?me ha avei oñoipytyvõ hag?ua
	ojeykekóvo Enlhet ha ambueve ypykuéra atýpe.
[NEW DOCUMENT 07/18/19 SP:05:47:a GN:05:51:a]	[NEW DOCUMENT 07/18/19 SP:05:47:a GN:05:51:a]
Ministra de SPL recibió al coordinador general de LibreOffice.	Sãmbyhyhára Alcaraz rendápe og?uah? LibreOffice moakãhára.
La	Paraguái
"ministra de la Secretaría de Políticas Lingüísticas (SPL),"	"Ñe’?nguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero, rendápe"
"Ladisaa Alcaraz de Silvero, recibió este miércoles la visita del"	"og?uah? LibreOffice moakãhára guasu, Olivier"
coordinador	"Hallot, ha"
general	omoir? chupe
"de LibreOffice, Olivier"	"Alcides Torres, mbo’ehaovusu Facultad"
"Hallot, y del director de la Facultad Politécnica de la Universidad"	Politécnica de la Universidad Nacional de Asunción (FPUNA)-pegua
"Nacional de Asunción, Alcides"	moakãhára.
Torres.	
[NEW DOCUMENT 07/17/19 SP:08:14:a GN:08:22:a]	[NEW DOCUMENT 07/17/19 SP:08:14:a GN:08:22:a]
El ovetense que traduce e interpreta canciones en guaraní.	Oviedo-gua opurahéi guaraníme ombohasapyre ambue ñe’?gui.
El	Puraheihára
"músico paraguayo, Nestor"	"paraguaigua, Nestor"
"Amarilla Ojeda, es"	Amarilla Ojeda-pe ojehecha ha oñehenduetemihína red social-ha rehe
viral en las redes sociales con	opurahéi rehe guarani ñe’?me umi pytagua purahéi oñemomorã
sus grabaciones de icónicas músicas internacionales que las tradujo	"ha ojehecharamóva, ha’etevoi ombohasapyre ambue ñe’?gui"
al idioma	guaraníme.
guaraní.	Péina roñe’? hendive hembiapo porãngue rehe ñane
A	guarani ñe’? rehehápe ha romoasãi ko’ápe.
continuación queremos compartir con ustedes una entrevista con el	
músico sobre	
su importante labor	
artístico a favor de nuestra lengua.	
[NEW DOCUMENT 07/17/19 SP:06:12:a GN:06:24:a]	[NEW DOCUMENT 07/17/19 SP:06:12:a GN:06:24:a]
Ministerio de Salud aplica examen de guaraní a postulantes de concurso.	Tesãirã remimo?mbýpe oike pyahútava ndive ojeporu guarani.
En	Temimo?
el	Servicio
Servicio	"Nacional de Erradicación del Paludismo (SENEPA),"
Nacional de Erradicación del Paludismo	Tesãi
"(SENEPA),"	"ha Teko Porãve Motenondeha (TTPM) ryepypegua, ojeporu guarani ñe’?"
del	"mayma mba’apohara pyahurã jeporavópe, Superintendente de"
"Ministerio de Salud Pública y Bienestar Social (MSPyBS),"	Salud-rã.
se aplicó la	Omoakã ko aranduchauka
prueba	Lic.
de guaraní	"María Victoria Palma de Acosta, oisãmbyhý Unidad de Asuntos"
"a los postulantes del Concurso Público de Títulos, Méritos y"	"Lingüísticos (UAL),"
Aptitudes para el cargo de Superintendente de Salud.	"o?va Dirección General de Gabinete, ko Motenondeha ryepýpe."
La prueba fue	
administrada por la Lic.	
"María Victoria Palma de Acosta, Jefa de la"	
"Unidad de Asuntos Lingüísticos (UAL),"	
dependiente de la Dirección General de Gabinete del Ministerio.	
[NEW DOCUMENT 07/17/19 SP:03:20:a GN:03:28:a]	[NEW DOCUMENT 07/17/19 SP:03:20:a GN:03:28:a]
Academia convoca a concurso de novela.	Tembiasagua’u ñoha’ã castellano-pe.
La Academia Paraguaya de la Lengua Española (APARLE) da apertura a su convocatoria anual denominada “Premio Academia Paraguaya de la Lengua Española”.	Temimo?mby Academia Paraguaya de la Lengua Española (APARLE) oporohenói ko ñoa’ãme “Premio Academia Paraguaya de la Lengua Española”.
"Este anuncio forma parte de las justas literarias que se realizan alternativamente, “a una obra de creación literaria en castellano, en cualquiera de sus géneros y a una obra de investigación filológica en castellano”."	"Kóva ojejapovoi ojejúvo ha oñemopa’? jepi, pete? arýpe ñe’?porãhaipyre ha ambuépe ñe’? rehegua jetypeka."
El 2019 es designado al género “novela”.	Ko 2019-pe oñehenói tembiasagua’u castellano-pe.
[NEW DOCUMENT 07/16/19 SP:05:32:a GN:05:45:a]	[NEW DOCUMENT 07/16/19 SP:05:32:a GN:05:45:a]
Exitoso encuentro de lingüística en Asunción.	Heta mba’e porã oheja ñe’?kuaa rehegua aty guasu Paraguaýpe.
La	"Upe arapokõindy ohasava’ekuépe, 8 jasypokõi"
"semana pasada, del 8 al 12 de julio, Asunción (Paraguay) fue sede de"	"guive 12 peve, Paraguay (Paraguái)-pe oiko mba’eguasu araka’eve"
"un evento sin presente, el Encuentro de Lingüística Indígena que"	"oiko’?, Encuentro"
"aglutinó a expertos, tanto nacionales como internacionales, y lo más"	"de Lingüística Indígena, omono’õva’ekue"
"importante, la activa participación de los propios referentes"	"heta tapicha tetãyguára ha tetã ambuegua arandu, ha upe"
indígenas de varios pueblos.	"mba’eguasuve, heta ypykuéra avei omoir? ko aty"
	oñembokatypyrysevégui.
[NEW DOCUMENT 07/11/19 SP:08:04:a GN:08:07:a]	[NEW DOCUMENT 07/11/19 SP:08:04:a GN:08:07:a]
Simposio sobre lenguas indígenas será este viernes.	Aty guasu oikótava ko’?rõme oñeñe’?ta ypykuéra ñe’?ita rehe.
Expertos	Heta
"naciones y del exterior desplegarán sus saberes, experiencias y"	"tapicha arandu, Paraguái ha tetã ambuegua, ohesa’?ijóta"
análisis sobre distintos aspectos relacionados a las lenguas	opaichagua mba’ekuaapy ypykuéra ñe’? rehegua.
indígenas.	"Ko aty guasu,"
"El importante evento académico, con acceso libre y"	"ojehokuaahápe reínte, oikóta ko’?rõ, 12 jasypokõime, 08:00"
"gratuito, será mañana viernes 12 de junio, de 08:00 a 17:00 horas"	"aravo guive 17:00 peve, Universidad Católica de Asunción Koty"
en el Aula Magna de la Universidad Católica de Asunción	Guasúpe (Independencia Nacional ha Comuneros).
(Independencia Nacional y Comuneros).	
[NEW DOCUMENT 07/11/19 SP:04:46:a GN:04:55:a]	[NEW DOCUMENT 07/11/19 SP:04:46:a GN:04:55:a]
Conversatorio sobre lenguas indígenas en la FACSO.	Oñeñomongeta ypykuéra ñe’?nguéra rehe FACSO-pe.
"Este miércoles 10 se realizó en la Facultad de Ciencias Sociales (FACSO) de la Universidad Nacional de Asunción (UNA), el conversatorio “Ñane ñe’?nguéra haitéma” (Es hora de nuestras lenguas), con el objetivo de crear conciencia en la comunidad educativa acerca de la situación de las lenguas, especialmente las indígenas, en Paraguay y la región."	"Ko ararundy, 10, ohasava’ekuépe, mbo’ehaovusu Facultad de Ciencias Sociales (FACSO), Universidad Nacional de Asunción (UNA) peguápe, oñeñomongeta “Ñane ñe’?nguéra haitéma” (Es hora de nuestras lenguas) rehe, jahechápa toñemomba’eve ñe’?nguéra ko mbo’ehaovusúpe, ko’ýte ypykuérañe’?nguéra, Paraguái ha América pegua."
[NEW DOCUMENT 07/09/19 SP:11:52:a GN:12:04:p]	[NEW DOCUMENT 07/09/19 SP:11:52:a GN:12:04:p]
Prosiguen los talleres en el Encuentro de Lingüística Indígena.	Ohovehese kuaapy ñehesa’?jo Encuentro de Lingüística Indígena-pe.
Este martes	Ko araapýpe
prosiguieron los talleres enmarcados dentro del Encuentro de	ojepysove hese kuaapy ñehesa’?jo Encuentro de Lingüística
Lingüística Indígena de Asunción.	Indígena de Asunción ryepýpe.
Los participantes tienen la	Umi tapicha ojeoiva’ekue ko
oportunidad de ser instruidos por expertos nacionales e	amandaje guasúpe oñemoarandu heta tapicha katupyry tetãygua ha
internacionales en documentación lingüista y otros saberes del	"tetã ambuegua rupive, ñe’? ñeñongatu rehe ñemba’aporã, ha"
"campo de la lingüística, en especial, en lenguas indígenas."	ko’ýte umi ypykuéra ñe’? reheguápe.
[NEW DOCUMENT 07/09/19 SP:10:36:a GN:10:52:a]	[NEW DOCUMENT 07/09/19 SP:10:36:a GN:10:52:a]
Titulares de la SPL y de la UNA se reunieron este martes.	PÑS ha UNA sãmbyhyharakuéra oñombyaty ko araapýpe.
La	Sãmbyhyhára
"ministra de la Secretaría de Políticas Lingüísticas (SPL),"	"Ladislaa Alcaraz de Silvero, ha mbo’ehaovusu Universidad Nacional"
"Ladislaa Alcaraz de Silvero, se reunió este martes con la rectora de"	"de Asunción (UNA) moakãhára, Zully Vera, oñombyaty ko araapýpe"
"la Universidad Nacional de Asunción (UNA), Zully"	ha oñomongeta hikuái mba’éichapa oñemba’apo
"Vera, con el objetivo de dialogar"	joajukuaa ñe’?nguéra rehehápe
sobre las posibles acciones conjuntas	ko mbo’ehaovusu guive.
favorables a la gestión lingüística	Omoir? avei chupekuéra ko atýpe ko’ã
en sus diferentes líneas desde la	mokõive temimo?mby pytyvõharakuéra.
universidad.	
"La reunión de trabajo acompañó, además, directores"	
de ambas instituciones.	
[NEW DOCUMENT 07/08/19 SP:10:44:a GN:10:56:a]	[NEW DOCUMENT 07/08/19 SP:10:44:a GN:10:56:a]
Con alta expectativa arrancó este lunes el Encuentro de Lingüística Indígena.	Jeroviapópe oñemoñepyr? ko arakõime Encuentro de Lingüística Indígena.
Este	Ko
lunes 8 inició el Encuentro de Lingüística Indígena de Asunción	"arakõime, 8 jasypokõivo, oñepyr? amandaje guasu Encuentro de"
"que alberga a expertos nacionales e internacionales; así mismo,"	"Lingüística Indígena de Asunción, ombyatýva heta tapicha"
cuenta con la activa participación de referentes indígenas de	"katupyry tetãmegua ha tetã ambueguápe; avei, ijatyhína heta"
"varios pueblos, lingüistas, académicos, estudiantes, etc. El"	"ypykuéra, ñe’? rehe omba’apo, ambueve tapicha arandu,"
encuentro está focalizado a la documentación y descripción	"temimbo’e, ha hetaiteve."
"lingüista, en especial de las lenguas indígenas, y se enmarca en el"	Ko amandaje guasu rupive
Año Internacional de las Lenguas Indígenas.	"ojeporohekombo’éta ñe’? ñehesa’?ijo ha iñeñongatúpe,"
	"ko’ýte umi ypykuéra ñe’?, ha oike voi Ypykuéra Ñe’?ita"
	Ary Yvy’ape Ári.
[NEW DOCUMENT 07/05/19 SP:09:05:a GN:09:11:a]	[NEW DOCUMENT 07/05/19 SP:09:05:a GN:09:11:a]
El ISBA instaló Unidad de Asuntos Lingüísticos.	ISBA oguerojeráma avei Unidad de Asuntos Lingüísticos.
El Instituto Superior de Bellas	Mbo’ehaovusu Instituto
Artes (ISBA) instaló oficialmente este viernes la dependencia Unidad	Superior de Bellas Artes (ISBA) oguerojera ko arapote? Unidad de
de Asuntos Lingüísticos (UAL) con la firme intención dar	Asuntos Lingüísticos (UAL) omoañete hag?ua Léi 4251/10
cumplimiento a la Ley 4251/10 de Lenguas en la institución de	Ñe’?nguéra rehegua ko mbo’ehaovusúpe.
educación superior.	
[NEW DOCUMENT 07/05/19 SP:07:11:a GN:07:21:a]	[NEW DOCUMENT 07/05/19 SP:07:11:a GN:07:21:a]
Encuentro de Lingüística Indígena de Asunción inicia este lunes.	Amandaje “Encuentro de Lingüística Indígena de Asunción” oñepyr?ta arakõime.
Paraguay albergará el Encuentro de Lingüística	Paraguáipe oikóta
"Indígena de Asunción, previsto desde este lunes 8 al 12 de julio, y"	"Encuentro de Lingüística Indígena de Asunción, oñembosako’íva"
que pretende reunir a los lingüistas y otros actores en la	ág?a 8 guive 12 peve jasypokõi ko 2019 arýpe; omono’õséva
documentación y descripción lingüística que busca proponer una	ñe’?kuaahára ha ambueve tapicha omba’apóva ñe’?
formación específica sobre temas teóricos que ocupan un lugar	ñeñongatu ha ñehesa’?ijópe ha oñemoarandusévape ã kuaapy
importante en la investigación lingüística actual sobre lenguas	"oike añetéva ypykuéra ñe’? rapereka ko’ag?aguápe, ha avei"
"indígenas, así como sobre las tecnologías informáticas para la"	tembipuru pyahukuéra oñeñongatukuaa hag?ua ñe’?.
documentación lingüística.	
[NEW DOCUMENT 07/04/19 SP:05:22:a GN:05:27:a]	[NEW DOCUMENT 07/04/19 SP:05:22:a GN:05:27:a]
Proceso de normalización del guaraní en la UNICAN.	Guarani jeporumemerã UNICAN-pe jegueroguata.
"Técnicos de la Secretaría de Políticas Lingüísticas (SPL) brindaron este miércoles una asistencia técnico-lingüística a las autoridades de la Universidad Nacional de Canindeyú con el objetivo de avanzar en el proceso de implementación efectiva de la normalización del guaraní, como idioma oficial, en la institución educativa."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) mba’apoharakuéra oykeko ko ararundýpe mbo’ehaovusu Universidad Nacional de Canindeyú mburuvichakuérape guarani jeporumemerã jegueroguatápe, ñe’? teeháicha, ko temimo?mbýpe."
[NEW DOCUMENT 07/03/19 SP:04:15:a GN:04:18:a]	[NEW DOCUMENT 07/03/19 SP:04:15:a GN:04:18:a]
ISBA organizó ciclo de conferencias por año de lenguas indígenas.	ISBA ojapo heta amandaje ypykuéra ñe’?ita ary rérape.
"El Instituto Superior de Bellas Artes (ISBA), organizó un ciclo de conferencias sobre “Arte y cultura de los pueblos indígenas del Paraguay y Latinoamérica” con las que se pretendió concienciar a la comunidad educativa de la institución sobre la importancia de la inclusión de la diversidad lingüística del Paraguay en el ámbito de la educación superior."	"Mbo’ehaovusu Instituto Superior de Bellas Artes (ISBA) ojapo heta amandaje hérava “Arte y cultura de los pueblos indígenas del Paraguay y Latinoamérica”, péva rupive oñeha’ã og?uah? mayma temimo?mby pegua apytu’? ha ikorasõmenguéra tuichamba’eha Paraguái ñe’?ita jegueroike mbo’ehaovusúpe."
[NEW DOCUMENT 07/01/19 SP:06:59:a GN:07:05:a]	[NEW DOCUMENT 07/01/19 SP:06:59:a GN:07:05:a]
Paraguay se adhiere a la Conferencia sobre Multilingüismo realizada en Rusia.	Paraguái omoir? Amandaje Ñe’?ita rehegua oikóva Rusia-pe.
"Desde la Secretaría de Políticas Lingüísticas (SPL) y la Academia de la Lengua Guaraní (ALG) se ha remitido un informe sobre “Las lenguas del Paraguay en el ciberespacio”, en adhesión a la conferencia internacional “Preservación de las lenguas y desarrollo de la diversidad lingüística en el ciberespacio: contexto, políticas y prácticas” que tiene lugar en Yakutsk (Federación Rusa), desde hoy 1 al 5 de julio, en el marco del Año Internacional de las Lenguas Indígenas."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) ha Guarani Ñe’? Rerekuapav? (GÑR) guive ojeguerahauka kuaapy “Las lenguas del Paraguay en el ciberespacio” rehegua, omoir?vo avei péicha amandaje guasu hérava “Preservación de las lenguas y desarrollo de la diversidad lingüística en el ciberespacio: contexto, políticas y prácticas”, oikóva Yakutsk (Federación Rusa)-pe, ko ára 1 jasypokõi guive 5 peve, Ypykuéra Ñe’?ita Ary Yvy’ape Ári ryepýpe."
[NEW DOCUMENT 07/01/19 SP:04:34:a GN:04:38:a]	[NEW DOCUMENT 07/01/19 SP:04:34:a GN:04:38:a]
Avanza normalización del guaraní en Universidad Nacional de Caaguazú.	Oguatahína guarani jeporu añete mbo’ehaovusu Caaguazu-guápe.
Técnicos de la Secretaría de Políticas Lingüísticas (SPL) brindaron una asistencia técnico-lingüística a los integrantes de la Unidad de Asuntos Lingüísticos (UAL) de la Universidad Nacional de Caaguazú.	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) mba’apoharakuéra oipytyvõ umi Unidad de Asuntos Lingüísticos (UAL), mbo’ehaovusu Universidad Nacional de Caaguazú, ryepýpe omba’apovakuérape."
[NEW DOCUMENT 06/28/19 SP:09:38:a GN:09:13:a]	[NEW DOCUMENT 06/28/19 SP:09:38:a GN:09:13:a]
Ministra de SPL expuso en el encuentro de escritores del Mercosur.	Sãmbyhyhára ohesa’?ijo mba’ekuaa Mercosur pegua haiharakuéra aty guasúpe.
"La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, expuso este viernes en el panel del XVII Encuentro de Escritores del Mercosur, edición que tiene como sede las ciudades paraguayas Asunción y Yaguarón."	"Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, ohesa’?ijo avei imba’ekuaa XVII Encuentro de Escritores del Mercosur-pe, oikóva ko arýpe Paraguay ha Yaguarón távape."
Habó sobre las lenguas indígenas del Paraguay ante la conmemoración del Año Internacional de las lenguas indígenas.	Ohesa’?ijo Paraguái ypykuéra ñe’? rehegua ko Ypykuéra Ñe’?ita Ary Yvy’ape Ári ryepýpe.
[NEW DOCUMENT 06/26/19 SP:06:55:a GN:06:58:a]	[NEW DOCUMENT 06/26/19 SP:06:55:a GN:06:58:a]
Encuentro de Escritores del Mercosur destacará a las lenguas indígenas.	Mercosur haiharakuéra jojuhu guasúpe oñemomba’éta ypykuéra ñe’?.
Paraguay será sede del mayor encuentro de escritores y referentes culturales de la región a través del XVII Encuentro de Escritores del Mercosur previsto para el 28 y 29 de junio.	Paraguáipe oñombyatýta umi haihára ha arandupyhára Mercosur pegua “XVII Encuentro de Escritores del Mercosur” oikótava ág?a 28 a 29 ko jasypote?me.
"El evento internacional tiene como lema “Ñe’?, tembiporu ombojuajúva ñaneretãnguéra reko” (La Lengua como herramienta de integración cultural de los pueblos) y se enmarca dentro de la conmemoración del Año Internacional de las Lenguas Indígena."	"Ko aty guasúpe ojehero ko arýpe “Ñe’?, tembiporu ombojuajúva ñaneretãnguéra reko” (La Lengua como herramienta de integración cultural de los pueblos) ha oike “Ypykuéra Ñe’?ita Ary Yvy’ape Ári” ryepýpe."
[NEW DOCUMENT 06/21/19 SP:12:28:p GN:12:37:p]	[NEW DOCUMENT 06/21/19 SP:12:28:p GN:12:37:p]
SPL publica nómina de ganadores del Concurso Público de Oposición.	PÑS oikuaauka mayma ha’eveva’ekue Concurso Público de Oposición-pe.
La Secretaría de Políticas Lingüísticas (SPL) publica la lista de ganadores del Concurso Público de Oposición para Coordinador Técnico Pedagógico.	Paraguái Ñe’?nguéra
La lista de ganadores se encuentra en el siguiente enlace: Nómina de ganadores.	Sãmbyhyha oguenoh?
	tapicha rerakuéra ha’eveva’ekue Concurso Público de Oposición para Coordinador
	Técnico Pedagógico-pe.
	Ko’ápe rehesakutúrõ chejuhúta tera rysýi: Ha’evevakuéra réra.
[NEW DOCUMENT 06/20/19 SP:05:15:a GN:05:25:a]	[NEW DOCUMENT 06/20/19 SP:05:15:a GN:05:25:a]
En Pilar analizaron posibles iniciativas favorables a las lenguas indígenas.	Pilar-pe oñemongu’ese heta mba’e ou porãtava ypykuéra ñe’?me.
