[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]	[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]
[NEW DOCUMENT 02/14/19 SP:05:36:a GN:05:41:a]	[NEW DOCUMENT 02/14/19 SP:05:36:a GN:05:41:a]
Pueblo indígena Guaraní busca fortalecer su lengua materna.	Guarani ypykuéra aty oñeha’ã omombarete iñe’ẽ ypy.
La Organización del Pueblo Guaraní (OPG) realiza un taller de fortalecimiento de la lengua materna del pueblo guaraní de Paraguay, con el objetivo de concienciar sobre la importancia de utilizar la lengua materna en cada comunidad Guaraní; así mismo, fortalecer el idioma propio a través del uso, tanto oral como escrito, en los ámbitos familiar, educativo, comunitario, etc.	Aty Organización del Pueblo Guaraní (OPG) ombosako’i peteĩ ñeñombyaty oñeha’ãnguévo omombarete guarani aty Paraguáipe iñe’ẽ ypy; kóva rupive hi’ã chupekuéra oñemomba’eve ñe’ẽ ypy jeporu hekoha rehekuéra; avei, toñemombarete iñe’ẽnguéra tee ojeporu rupive, oñemboayvu ha ojehaikuévo, taha’e ogapy, mbo’ehao, tekoha rehe, ha ambueve henda rupi.
[NEW DOCUMENT 02/05/19 SP:07:53:a GN:08:02:a]	[NEW DOCUMENT 02/05/19 SP:07:53:a GN:08:02:a]
Academia de la Lengua Guaraní lanzará su primera revista científica y literaria.	Guarani Ñe’ẽ Rerekuapavẽ oguenohẽta peteĩha hemimyasãi tembikuaa ha ñe’ẽporã rehegua.
La Academia de la Lengua Guaraní (Guarani Ñe’ẽ Rerekuapavẽ) presentará su primera revista científica y literaria bilingüe (guaraní-castellano).	Guarani Ñe’ẽ Rerekuapavẽ (Academia de la Lengua Guaraní) oguenohẽta peteĩhaite hemimyasãi tembikuaa ha ñe’ẽporã rehegua mokõi ñe’ẽme (guarani ha castellano)-pe.
Será el próximo viernes 8 de febrero a las 19:00 hs., en un acto a realizarse en el Ateneo Cultural Lidia Guanes, avenida Pastora Céspedes 1605, barrio Los Laureles.	Oikóta ág̃a 8 jasykõime, ko arapoteĩme, 19:00 aravo jave, Ateneo Cultural Lidia Guanes rógape, opytáva Pastora Céspedes 1605, Los Laureles tava’ípe.
[NEW DOCUMENT 02/04/19 SP:11:56:a GN:11:59:a]	[NEW DOCUMENT 02/04/19 SP:11:56:a GN:11:59:a]
Reunión de trabajo entre la SPL y otros entes involucrados en la gestión lingüística.	PÑS ha mbohapy ambueve ñe’ẽ remimoĩmby omba’apo joajusehína.
En la Secretaría de Políticas Lingüísticas (SPL) se concretó este lunes una importante reunión de trabajo para coordinar la posibilidad de organizar capacitaciones en terminología y traducción.	Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) rógape oñombyaty heta temimoĩmby jahechápa noñemba’apojoajúi ojehekombo’e hag̃ua ñe’ẽtekuaaty ha ñe’ẽasápe.
La posible tarea conjunta involucra a la SPL, la Academia de la Lengua Guaraní, la Fundación Yvy Marãe’ỹ y la Asociación de Investigación de Terminología, Traducción e Interpretación Guaraní (Avañe'ẽ Kuaareka Aty, AKA).	Umi temimoĩmby ojoajukuaáva ko mba’e ñembosako’ípe niko PÑS, Guarani Ñe’ẽ Rerekuapavẽ, Fundación Yvy Marãe’ỹ ha Avañe'ẽ Kuaareka Aty, AKA (Asociación de Investigación de Terminología, Traducción e Interpretación Guaraní).
[NEW DOCUMENT 02/04/19 SP:10:37:a GN:10:42:a]	[NEW DOCUMENT 02/04/19 SP:10:37:a GN:10:42:a]
Paraguayo dio un discurso en guaraní en asamblea de Naciones Unidas.	Paraguaigua oñe’ẽ guaraníme Naciones Unidas atýpe.
Durante el 73° Periodo de Sesiones de la Asamblea General de las Naciones Unidas en la ciudad de Nueva York, Estados Unidos, el consejero Alberto Caballero Gennari, de la Misión Permanente de Paraguay ante dicho organismo, ofreció un discurso en guaraní y en castellano.	Upe 73° Periodo de Sesiones de la Asamblea General, Naciones Unidas-pe, Nueva York, Estados Unidos-pe, consejero Alberto Caballero Gennari, Misión Permanente de Paraguay ko tetã atýpe, oñe’ẽ guarani ha castellano-pe.
Fue el pasado viernes durante el evento de alto nivel para el lanzamiento del Año Internacional de las Lenguas Indígenas.	Kóva aty guasu oiko upe arapoteĩ ohasava’ekuépe, ojeguerojerahápe Ypykuéra Ñe’ẽita Ary Yvy’ape Tuichakue Javeve.
[NEW DOCUMENT 01/28/19 SP:10:25:a GN:10:30:a]	[NEW DOCUMENT 01/28/19 SP:10:25:a GN:10:30:a]
En París, Francia: Alcaraz dio un discurso en el lanzamiento oficial del Año Internacional de las Lenguas Indígenas.	París, Francia-pe: Alcaraz oñe’ẽ ko Ypykuéra Ñe’ẽita Ary Yvy’ape Tuichakue Javeve jeguerojerahápe.
Durante la ceremonia central de inauguración oficial del Año Internacional de las Lenguas Indígenas, organizada por la UNESCO en su sede central en París (Francia), en representación de Paraguay la ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, ofreció al numeroso auditorio este discurso:	Aty guasu ombosako’íva UNESCO hógape opytáva París (Francia)-pe, oguerojerahaguépe Ypykuéra Ñe’ẽita Ary Yvy’ape Tuichakue Javeve hápe, ñane retã rérape oñe’ẽ Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, ha he’i ko’ã mba’e:
[NEW DOCUMENT 01/28/19 SP:05:10:a GN:05:18:a]	[NEW DOCUMENT 01/28/19 SP:05:10:a GN:05:18:a]
Con presencia de Paraguay, UNESCO inaugura hoy en París el Año Internacional de las Lenguas Indígenas.	Paraguái ndive upépe, UNESCO oguerojeráta ko árape París-pe Ypykuéra Ñe’ẽita Ary Yvy’ape Tuichakue Javeve.
La UNESCO lanzará hoy lunes 28 el Año Internacional de las Lenguas Indígenas con un nutrido programa a ser desarrollado durante la jornada en su sede central en París, Francia.	UNESCO oguerojeráta hógape París, Francia-pe, ko arakõi 28-pe Ypykuéra Ñe’ẽita Ary Yvy’ape Tuichakue Javeve ha ohesa’ỹijo ipype heta kuaapy.
Con presencia de altas autoridades del mundo entero, la ceremonia tendrá un acto central a partir de las 15:00 (hora local) donde la ministra de la Secretaría de Políticas Lingüísticas (SPL) de Paraguay, Ladislaa Alcaraz de Silvero, dará un discurso en el idioma guaraní y en castellano.	Heta mburuvicha guasu, yvy’ape tuichakuegua ndive, oñemoñepyrũta ko Ary ág̃a 15 aravo ramo (upépe guápe), ha upépe Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñe’ẽta guarani ha castellano-pe ñane retã rérape.
[NEW DOCUMENT 01/24/19 SP:06:47:a GN:06:54:a]	[NEW DOCUMENT 01/24/19 SP:06:47:a GN:06:54:a]
Guaraní tendrá su primer diccionario oficial.	Guarani iñe’ẽryru teéta.
La Academia de la Lengua Guaraní, desde el Departamento de Lexicografía y Terminología, inició los primeros importantes pasos para la elaboración del diccionario oficial de la lengua guaraní (Guarani Paraguái Ñe’ẽryru), que próximamente será puesto a disposición de los interesados.	Guarani Ñe’ẽ Rerekuapavẽ, Omba’apóva Ñe’ẽndy ha Ñe’ẽ pyahukuéra guive, oku’e ñepyrũma oguerojera hag̃ua ñe’ẽryru teerã (Guarani Paraguái Ñe’ẽryru), osẽtava vokoiete mayma oiporusévape g̃uarã.
[NEW DOCUMENT 01/23/19 SP:11:13:a GN:11:17:a]	[NEW DOCUMENT 01/23/19 SP:11:13:a GN:11:17:a]
Funcionarios de SENATUR se capacitan en guaraní.	SENATUR mba’apoharakuéra oñembokatupyry guaraníme.
Con el objetivo de mejorar el uso de la lengua guaraní al momento de brindar los distintos servicios que ofrece la institución, funcionarios de la Secretaría Nacional de Turismo (SENATUR) iniciaron este martes el taller de guaraní comunicativo para el sector turístico.	Ojeporu porãve rekávo guarani ñe’ẽ ikatu hag̃uáicha oñeñangareko hekopeve mayma tapicháre ko temimoĩmby guive, Tetãpy Jehechauka Sãmbyhyha (Secretaría Nacional de Turismo, SENATUR) mba’apoharakuéra omoñepyrũ upe araapýpe guarani ñe’ẽ ñembokatupyry oiporukuaa hag̃ua hikuái ko ñe’ẽ hembiapohápe.
[NEW DOCUMENT 01/23/19 SP:10:04:a GN:10:08:a]	[NEW DOCUMENT 01/23/19 SP:10:04:a GN:10:08:a]
Titulares de OPACI y SPL dialogaron sobre posibles trabajos conjuntos.	OPACI ha PÑS sãmbyhyhára he’i ikatuha omba’apo joaju.
Las titulares de la Organización Paraguaya de Cooperación Intermunicipal (OPACI) y de la Secretaría de Políticas Lingüísticas (SPL), María del Carmen Benítez y Ladislaa Alcaraz de Silvero respectivamente, se reunieron este miércoles con el fin de dialogar sobre posibles trabajos conjuntos para el cumplimiento de la Ley 4251/10 de Lenguas.	Organización Paraguaya de Cooperación Intermunicipal (OPACI) Moakãhára, María del Carmen Benítez ha Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñomongeta ko ararundýpe ha he’i hikuái ikatuha joajúpe oñeha’ã omoañete Léi 4251/10 Ñe’ẽnguéra rehegua.
[NEW DOCUMENT 01/23/19 SP:06:22:a GN:06:24:a]	[NEW DOCUMENT 01/23/19 SP:06:22:a GN:06:24:a]
Academia española habilita espacio de consulta lingüística.	España ñe’ẽ rerekuápe ikatu oñemba’eporandu.
La Academia Paraguaya de la Lengua Española ofrece un servicio gratuito para consulta online sobre temas lingüísticos, las curiosidades, características o fenómenos particulares del español, y sobre todo del castellano hablado en Paraguay.	Ñe’ẽ rerekua Academia Paraguaya de la Lengua Española oipytyvõse reiete internet rupive mayma tapicha omba’eporandusévape España ñe’ẽ rehegua ha ko’ýte castellano ojeporúva Paraguáipe rehegua.
El interesado podrá realizar su consulta ingresando al link: http://www.aparle.org/?page_id=283, donde deberá llenar un breve formulario con la consulta realizada.	Oñemba’eporandu hag̃ua ojeikeva’erã ko’ápe: http://www.aparle.org/?page_id=283, ojehai marandu mbykymi ojejeruréva ha upe mba’eporandu.
[NEW DOCUMENT 01/22/19 SP:08:32:a GN:08:39:a]	[NEW DOCUMENT 01/22/19 SP:08:32:a GN:08:39:a]
¿Por qué la conmemoración de las lenguas indígenas?.	MBa’éretepahina ñañemomandu’áta ypykuéra ñe’ẽ rehe.
Un año internacional es un importante mecanismo de cooperación destinado a concienciar sobre un tema de interés a toda la población mundial; con la proclamación del Año Internacional de las Lenguas Indígenas en 2019 se pretende sensibilizar a la sociedad, no solo para beneficiar a las personas que hablan estas lenguas, sino también para que otros aprecien la importante contribución que hacen a la rica diversidad cultural de nuestro mundo.	Peteĩ arýpe jegueromandu’a guasu yvy’ape tuichakue javeve niko tuicha mba’ehína ikatútare mayma ñaiméva ko yvy’ape ári jahecharamo térã ñamomba’eve upe mba’e; ko 2019 Ypykuéra Ñe’ẽita Ary Ñemomba’e Yvy’ape Tuichakue Javeve rupive niko tekotevẽ mayma tapicha omomba’eve, ndaha’eivoi ouporãtagui añónte mayma iporuhárape, ojehechakuaa hag̃ua tuicha mba’e ha hetápe ou porã rehe teko jopara yvy’ape tuichakue.
[NEW DOCUMENT 01/18/19 SP:04:59:a GN:05:02:a]	[NEW DOCUMENT 01/18/19 SP:04:59:a GN:05:02:a]
SPL, desafiada a liderar en Paraguay la conmemoración del “Año Internacional de las Lenguas Indígenas”.	PÑS pópe oñemoĩ omoakã hag̃ua Paraguáipe “Ypykuéra Ñe’ẽita Ary Yvy’ape Tuichakue”.
La Secretaría de Políticas Lingüísticas (SPL) tiene la desafiante misión de liderar en Paraguay durante todo el 2019 la conmemoración del Año Internacional de las Lenguas Indígenas.	Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) pópe oĩ Paraguáipe omoakãvo ko 2019 ary pukukue “Ypykuéra Ñe’ẽita Ary Yvy’ape Tuichakue”.
Directivos y técnicos de la institución mantuvieron este jueves una reunión de trabajo a fin de dinamizar el flujo informativo interno en lo que concierne a la conmemoración de las lenguas nativas.	PÑS oisãmbyhýva ha imba’apoharakuéra oñombyaty ko arapópe ombohapévo ñemomarandu hekópe ko temimoĩmby ryepýpe ko Ary rehegua.
[NEW DOCUMENT 01/17/19 SP:05:21:a GN:05:26:a]	[NEW DOCUMENT 01/17/19 SP:05:21:a GN:05:26:a]
“Biblioteca de la memoria hablada” de los enlhet disponible en internet.	“Biblioteca de la memoria hablada” enlhet rehegua oĩ internet-pe.
La “Biblioteca de la memoria hablada” son ediciones de más de 300 relatos en las lenguas enlhet, toba-enenlhet, guaná, enlhet, sanapaná y angaité del Chaco paraguayo, y están disponibles en el link: https://enlhet.org/audio.html.	Ko “Biblioteca de la memoria hablada” niko oguereko 300 raha enlhet ñemombe’upy, oĩva toba-enenlhet, guaná, enlhet, sanapaná ha angaité ñe’ẽme, Paraguái Chaco pegua, ha ojejuhukuaa internet rupive ko’ápe: https://enlhet.org/audio.html.
Es un trabajo del grupo Nengvaanemkeskama Nempayvaam Enlhet (Hacer crecer nuestro idioma enlhet).	Kóva ningo aty Nengvaanemkeskama Nempayvaam Enlhet (Ñamongakuaa ñane ñe’ẽ enlhet) rembiapokue.
[NEW DOCUMENT 01/16/19 SP:06:56:a GN:07:04:a]	[NEW DOCUMENT 01/16/19 SP:06:56:a GN:07:04:a]
Visite la página web oficial del “Año Internacional de las Lenguas Indígenas”.	Ehechamína “Ypykuéra Ñe’ẽita Ary Yvy’ape Tuichakue Javeve” página web.
La UNESCO desarrolló la página web: https://en.iyil2019.org para difundir todas las informaciones referentes al “Año Internacional de las Lenguas Indígenas 2019”.	UNESCO oguerojera página web: https://en.iyil2019.org oñemoasãihápe opaite marandu “Ypykuéra Ñe’ẽita Ary Yvy’ape Tuichakue Javeve 2019” rehegua.
Es una web dinámica, didáctica e instructiva y está disponible en tres idiomas: inglés, español y francés.	Hendápe, hekópe ha iporãveháicha oporomomarandu ko web-pe oĩva mbohapy ñe’ẽme: inglés, español ha francés-pe.
[NEW DOCUMENT 01/11/19 SP:10:10:a GN:10:14:a]	[NEW DOCUMENT 01/11/19 SP:10:10:a GN:10:14:a]
Formulario del MEC disponible en guaraní.	Oñembohasa guaraníme TAM kuatia.
El Formulario MOV02 "Solicitud y Autorización del Movimiento del Personal", instrumento utilizado por funcionarios administrativos técnicos y docentes del Ministerio de Educación y Ciencias fue traducido al guaraní.	Kuatia oñemyenyhẽva’erã MOV02 “MBa’apohára Ñemongu’eregua Tembijerure ha Ñemoneĩmby”, oiporúva mayma Tekombo’e ha Temibkuaa Moakãhapavẽ (TAM) mba’apohára, oñembohasa guaraníme.
El trabajo de traducción y validación del texto estuvo a cargo de la Secretaría de Políticas Lingüísticas (SPL).	Kóva omoguarani ha omoneĩ Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS).
[NEW DOCUMENT 01/11/19 SP:08:39:a GN:08:42:a]	[NEW DOCUMENT 01/11/19 SP:08:39:a GN:08:42:a]
Traducen al guaraní el Código de Ética de la Facultad de Medicina.	Oñemoguarani Facultad de Medicina Código de Ética.
El texto del Código de Ética de la Facultad de Ciencias Médicas de la Universidad Nacional de Asunción fue traducido enteramente en el idioma guaraní.	Mbo’ehaovusu Facultad de Ciencias Médicas, Universidad Nacional de Asunción pegua, haipy Tekopykatu Ñe’ẽhai (Cógido de Ética) oñembohasa guaraníme.
La Secretaría de Políticas Lingüísticas (SPL) realizó la revisión y validación del material traducido.	Paraguái Ñe’ẽnguéra Sãmbyhyha oipytyvõ ha omoneĩ kuri guaraníme ñembohasa.
[NEW DOCUMENT 01/11/19 SP:04:52:a GN:04:56:a]	[NEW DOCUMENT 01/11/19 SP:04:52:a GN:04:56:a]
Diputados declara de Interés Nacional el Año de Lenguas Indígenas.	Diputados he’i “De interés Nacional”-ha Ypykuéra Ñe’ẽita Ary.
La Honorable Cámara de Diputados de la Nación aprobó la Declaración N° 81 que resuelve declarar “De interés nacional la Resolución N° 71/178 de la UNESCO por la cual se proclama el 2019 como el Año Internacional de las Lenguas Indígenas”.	Tetã remimoĩmby Honorable Cámara de Diputados omoneĩ kuatia ipapapýva 81 he’ihápe “De interés nacional”-ha UNESCO oguenohẽva’ekue Tembiapoukapy ipapapýva 71/178 he’ihápe 2019 ary ha’eha Ypykuéra Ñe’ẽita Ary Yvy’ape Tuichakue.
La declaración fue aprobada en la sesión de Diputados del día 12 de diciembre del 2018.	Ko kuatia omoneĩ diputado-kuéra upe 12 jasypakõirõ guare, 2018 arýpe.
[NEW DOCUMENT 01/10/19 SP:05:30:a GN:05:40:a]	[NEW DOCUMENT 01/10/19 SP:05:30:a GN:05:40:a]
Decreto del Ejecutivo declara al 2019 “Año Internacional de las Lenguas Indígenas”.	Tembiapoukapy rupive Tetã Ruvichavete omoneĩ 2019 “Ypykuéra Ñe’ẽita Ñemomorã Guasu Ary”.
El Presidente de la República, Mario Abdo Benítez, firmó el Decreto N° 1075 por el cual declara al 2019 “Año Internacional de las Lenguas Indígenas” y designa a la Secretaría de Políticas Lingüísticas (SPL) como entidad coordinadora de las acciones conducentes a la participación de las instituciones públicas, privadas y pueblos indígenas para la conmemoración del Año Internacional.	Paraguái Mburuvichavete, Mario Abdo Benítez, omboheraguapy Tembiapoukapy ipapapýva 1075 ha omoneĩ 2019 arýpe “Ypykuéra Ñe’ẽita Ñemomorã Guasu Ary” ha he’i Paraguái Ñe’ẽnguéra Sãmbyhyha oisãmbyhyva’erãha opa mba’e ojejapokuaáva temimõimby tetãygua ha ipypegua’ỹ ha avei ypykuéra aty ndive, ojegueromandu’ávo ko ary guasu.
[NEW DOCUMENT 01/09/19 SP:11:29:a GN:11:33:a]	[NEW DOCUMENT 01/09/19 SP:11:29:a GN:11:33:a]
Glosario terminológico del ámbito espacial fue traducido en guaraní.	Arapyregua ñe’ẽndy oñeguenohẽ guaraníme.
Con el fin de promover el uso de la lengua guaraní en forma oral y escrita en diferentes ámbitos de la sociedad, como idioma oficial igual que el castellano, la Secretaría de Políticas Lingüísticas (SPL), conjuntamente con la Agencia Espacial del Paraguay (AEP), tradujeron al guaraní un glosario de 272 términos del ámbito espacial.	Oñemongu’évo guarani jeporu meme taha’e ijehai térã ayvúpe opa mba’erã ha mamo hendárupirã, ñe’ẽ teeháicha castellano ndive ojoja, Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS), tembiapo joajúpe Paraguái Arapyregua Ñangarekoha (PAÑ), omoguarani arapyregua ñe’ẽndy ohupytýva 272 ñe’ẽ.
[NEW DOCUMENT 01/08/19 SP:11:02:a GN:11:05:a]	[NEW DOCUMENT 01/08/19 SP:11:02:a GN:11:05:a]
Buscan articular con municipios y gobernaciones la celebración del año internacional de lenguas indígenas.	Joajúpe oñemba’apose avei tavao ha tavusuha rehe oñeñomorãvo ypykuéra ñe’ẽita ary.
La ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero, y la Directora General de Documentación y Promoción de Lenguas Indígenas de la SPL, Nieves Montiel, se reunieron este martes con el viceministro de Asuntos Políticos del Ministerio del Interior, Juan Francisco Villalba.	Paraguái Ñe’ẽnguéra Sãmbyhyhára, Lidislaa Alcaraz de Silvero, ha Ypykuéra Ñe’ẽ Ñeñongatu ha Ñemoasãi Moakãharapavẽ PÑS pegua, Nieves Montiel, oñomongeta ko araapy pyharevépe Tetãpy Motenondeha viceministro de Asuntos Políticos, Juan Francisco Villalba ndive.
Fue con el objetivo de coordinar esfuerzos conjuntos y articular acciones con las municipalidades y gobernaciones del país para la celebración del Año Internacional de Lenguas Indígenas.	Upéicha oñeñeha’ãta oñeg̃uahẽ mayma tavao ha tavusu mburuvichakuérape oñemomorã hag̃ua joajúpe Ypykuéra Ñe’ẽita Ary.
[NEW DOCUMENT 01/07/19 SP:08:39:a GN:08:42:a]	[NEW DOCUMENT 01/07/19 SP:08:39:a GN:08:42:a]
MEC y SPL planifican acciones para el año internacional de lenguas indígenas.	PÑS ha TTM ombohapehína oñemomorã hag̃ua ko arýpe ypykuéra ñe’ẽnguéra.
Autoridades del Ministerio de Educación y Ciencias (MEC) y de la Secretaría de Políticas Lingüísticas (SPL), se reunieron a primeras horas de este lunes para planificar acciones conjuntas enmarcadas en lo que será la celebración del “2019: Año Internacional de Lenguas Indígenas”.	Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ha Tekombo’e ha Tembikuaa Motenondeha mburuvichakuéra omba’apo ko arakõi pyharevetépe ombohape hag̃ua ko ypykuéra ñe’ẽ ñemomorã guasu “2019: Año Internacional de Lenguas Indígenas”.
[NEW DOCUMENT 01/07/19 SP:06:12:a GN:06:18:a]	[NEW DOCUMENT 01/07/19 SP:06:12:a GN:06:18:a]
Paraguay celebrará a sus 19 lenguas indígenas.	Paraguái oguerovy’áta umi 19 ñe’ẽ ypykuéra mba’évape.
La rica diversidad lingüística del Paraguay se compone también de un grupo muy importante que son las 19 lenguas indígenas existentes; éstas provienen de cinco familias lingüísticas y constituyen una rica herencia cultural y orgullo para nuestra Nación.	Paraguái ñe’ẽnguéra aty apytépe niko oĩ avei umi 19 ñe’ẽ ypykuéra mba’éva; ãva ou po ñe’ẽ rapógui, omongakuaa ha omomba’eretéva ñane retã arandupy.
En este 2019 “Año Internacional de las Lenguas Indígenas”, Paraguay adhiere plenamente a este evento de celebración y a la vez renueva su compromiso de trabajar con mayor fuerza para que todas estas lenguas tengan vitalidad.	Ko 2019 “Año Internacional de las Lenguas Indígenas” ryepýpe, Paraguái he’i avei omomorãtaha ko ary ha ombojo’a omba’apo kyre’ỹvetaha ikatu hag̃uáicha akóinte hekoveresãi ko’ã ñe’ẽ.
[NEW DOCUMENT 01/03/19 SP:08:53:a GN:08:58:a]	[NEW DOCUMENT 01/03/19 SP:08:53:a GN:08:58:a]
Investigarán toponimias en guaraní y otras lenguas.	Ojehaperekáta tendakuéra réra oĩva guarani ha ambue ñe’ẽme.
La Secretaría de Políticas Lingüísticas (SPL) y la Dirección del Servicio Geográfico Militar (DISERGEMIL) pretenden realizar una investigación sobre las toponimias en lengua guaraní, indígenas y otras lenguas que aparezcan como nombres de lugares dentro del territorio paraguayo.	Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ha Dirección del Servicio Geográfico Militar (DISERGEMIL) ohapykuererekase opa umi tenda réra ñane retãpy rehe oĩva guarani ñe’ẽ, ypykuéra ñe’ẽ ha ambueve ñe’ẽme.
[NEW DOCUMENT 01/02/19 SP:06:37:a GN:06:42:a]	[NEW DOCUMENT 01/02/19 SP:06:37:a GN:06:42:a]
Nuestros mejores deseos para el nuevo año que iniciamos, auguramos sea de mucho optimismo, paz y felicidad para todos.	Ñamoñepyrũvoma ary pyahu tove tajaipykúi py’aguapy ha torýpe.
En este 2019 celebramos en Paraguay, así como en el resto del mundo, el Año Internacional de las Lenguas Indígenas; en ese sentido, desde la Secretaría de Políticas Lingüísticas deseamos que sea verdaderamente un año de conocimiento, reconocimiento, concienciación y valoración de las 19 lenguas indígenas existentes en nuestro país que ciertamente encierran mucha sabiduría, conocimiento, historia, etc., además de ser el cordón umbilical de nuestros hermanos indígenas con sus raíces.	Ko 2019 arýpe niko ñamomorãhína Paraguáipe, upéichante avei opa ambue tetãpýre, Ypykuéra Ñe’ẽ Ary Yvy’a Tuichakue; upéva rehe, Paraguái Ñe’ẽnguéra Sãmbyhyhápe hi’ãite tajaikuaave, tajahechakuaave ha tañamomba’eguasuve opa umi 19 ypykuéra ñe’ẽ oikovéva ñane retãme ha oñongatúva hetaiterei arandu, mba’ekuaapy, tembiasa, ha hetaiteve mba’e; ja’eva’erã avei ha’eha mayma ñande ypykue rekovesã.
[NEW DOCUMENT 12/27/18 SP:08:19:a GN:08:25:a]	[NEW DOCUMENT 12/27/18 SP:08:19:a GN:08:25:a]
Planifican celebración del Año Internacional de las Lenguas Indígenas.	Oñembohapehína Ypykuéra Ñe’ẽ Ñemomorã Peteĩ Ary Pukukue.
Este jueves se reunieron autoridades de la Secretaría de Políticas Lingüísticas (SPL) y del Instituto Nacional de Educación Superior “Dr. Raúl Peña” con el objetivo de planificar actividades conjuntas en el marco del “2019, Año Internacional de Lenguas Indígenas”.	Ko arapópe oñombyaty Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ha Instituto Nacional de Educación Superior “Dr. Raúl Peña” mburuvichakuéra ha oñomongeta hikuái mba’éichapa ikatu joajúpe ogueromandu’a ha omomorã avei “2019, Ypykuéra Ñe’ẽ Ary Ñemomorã Yvy’ape Tuichakue”.
[NEW DOCUMENT 12/26/18 SP:12:29:p GN:12:32:p]	[NEW DOCUMENT 12/26/18 SP:12:29:p GN:12:32:p]
Instalan Unidad de Asuntos Lingüísticos en la ANEAES.	Ojeguerojera ANEAES-pe Unidad de Asuntos Lingüísticos.
La Agencia Nacional de Evaluación y Acreditación de la Educación Superior (ANEAES) ya cuenta también con la Unidad de Asuntos Lingüísticos (UAL) para la implementación de la Ley 4251/10 de Lenguas y en especial la normalización del uso de la lengua guaraní, junto al castellano, como lenguas oficiales.	Agencia Nacional de Evaluación y Acreditación de la Educación Superior (ANEAES) oguerekóma avei Unidad de Asuntos Lingüísticos (UAL) omoañete hag̃ua Léi 4251/10 Ñe’ẽnguéra rehegua ha tenonderãite guarani jeporu joja castellano ndive, mokõivéva tetã ñe’ẽ teeháicha.
[NEW DOCUMENT 12/26/18 SP:11:27:a GN:11:39:a]	[NEW DOCUMENT 12/26/18 SP:11:27:a GN:11:39:a]
Importante documento traducido en guaraní fue declarado de interés nacional.	Kuatia oñembojere pyre guaraníme oñemoneĩ “de interés nacional”-ramo.
La Cámara de Diputados emitió la Declaración Nº 77 “Que declara de Interés Nacional, la traducción en idioma guaraní de la Declaración Universal de los Derechos Humanos con el título -Yvypóra Derechoregua Kuaaukapypavẽ-”.	Temimoĩmby Cámara de Diputados oguenohẽ Declaración Ipapapýva 77 he’i “Que declara de Interés Nacional, la traducción en idioma guaraní de la Declaración Universal de los Derechos Humanos con el título -Yvypóra Derechoregua Kuaaukapypavẽ-”.
La decisión fue adoptada por el pleno de la Cámara Baja en la sesión ordinaria del 12 de diciembre pasado.	Kóva oñemoneĩ ijatýrõ guare hikuái upe 12 jasypakõirõ guare.
[NEW DOCUMENT 12/26/18 SP:09:04:a GN:09:11:a]	[NEW DOCUMENT 12/26/18 SP:09:04:a GN:09:11:a]
Coordinan Año Internacional de Lenguas Indígenas.	Oñembohapehína Ypykuéra Ñe'ẽ Ary Ñemomorã Yvy’ape Tuichakue.
Este miércoles se realizó un importante diálogo entre representantes de los tres poderes del Estado apuntanto a la celebración del “2019, Año Internacional de las Lenguas Indígenas”.	Ko ararundy pyharevépe oñombyaty mbohapyve tetã Pokatuvete mburuvichakuéra oñomongetávo hikuái “2019, Ypykuéra Ñe'ẽ Ary Ñemomorã Yvy’ape Tuichakue” rehe.
El encuentro de autoridades se realizó en la oficina del Gabinete Social de la Presidencia de la República y fue presidida por la ministra de la Secretaría de Políticas Lingüísticas, Ladislaa Alcaraz de Silvero.	Oñombyaty hikuái Paraguái Retã Mburuvichavete Renda Gabinete Social rógape ha omoakã ko aty Paraguái Ñe’ẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero.
[NEW DOCUMENT 12/21/18 SP:09:57:a GN:09:59:a]	[NEW DOCUMENT 12/21/18 SP:09:57:a GN:09:59:a]
Titulares de SPL y MITIC dialogaron sobre posibles trabajos conjuntos.	PÑS ha MITIC mburuvichakuéra oñomongeta tembiapor joajurã rehe.
